phone_id,phone_number,phone_type,owner_person_id,service_provider,status,case_id
PH02647,+91-9849673277,Mobile,P03373,MetroWave Communications,Active,C0244
PH02648,+91-9328388411,Mobile,P03375,BSNL,Active,C0244
PH02649,+91-9272823704,Mobile,P03376,MetroWave Communications,Active,C0244
PH02650,+91-7441152905,Landline,P03377,Airtel,Active,C0244
PH02651,+91-8129617882,Landline,P03379,Airtel,Active,C0244
PH02652,+91-8331436047,Mobile,P03380,MetroWave Communications,Active,C0244
PH02653,+91-7298354913,Mobile,P03381,MetroWave Communications,Active,C0244
PH02654,+91-9370869672,Mobile,P03382,MetroWave Communications,Active,C0244
PH02655,+91-7212188846,Landline,P03383,Airtel,Active,C0244
PH02656,+91-8064589547,Mobile,P03384,Jio,Active,C0244
PH02657,+91-7097771733,Mobile,P03385,BSNL,Active,C0244
PH02658,+91-9418472166,Mobile,P03386,Airtel,Inactive,C0244
PH02659,+91-7874751060,Mobile,P03387,Vi,Inactive,C0244
PH02660,+91-7121410690,Mobile,P03388,BSNL,Active,C0244
PH02661,+91-7281273667,Mobile,P03392,BSNL,Active,C0244
PH02662,+91-9195556727,Mobile,P03393,BSNL,Active,C0244
PH02663,+91-9987782680,Mobile,P03396,BSNL,Active,C0244
PH02664,+91-8495614466,Mobile,P03400,Vi,Active,C0244
PH02665,+91-8020947878,Mobile,P03401,Jio,Active,C0244
PH02666,+91-9418109351,Mobile,P03402,Vi,Inactive,C0244
PH02667,+91-9116003318,Mobile,P03403,Airtel,Active,C0244
PH02668,+91-9234272321,Mobile,P03404,MetroWave Communications,Active,C0244
PH02669,+91-8079055116,Mobile,P03404,Jio,Active,C0244
PH02670,+91-7978956580,Mobile,P03406,Vi,Inactive,C0244
PH02671,+91-8898858451,Mobile,P03407,Vi,Active,C0244
PH02672,+91-8419653950,Mobile,P03408,Jio,Active,C0244
PH02673,+91-8962602662,Mobile,P03410,MetroWave Communications,Active,C0244
PH02674,+91-9225793329,Mobile,P03412,Airtel,Active,C0244
PH02675,+91-8749884769,Mobile,P03412,MetroWave Communications,Active,C0244
PH02676,+91-9064867635,Mobile,P03413,Vi,Active,C0244
PH02677,+91-9067835213,Mobile,P03415,Airtel,Inactive,C0244
PH02678,+91-9198915482,Mobile,P03416,Jio,Active,C0244
PH02679,+91-8576597888,Mobile,P03417,Vi,Active,C0244
PH02680,+91-9186680358,Mobile,P03418,Vi,Active,C0244
PH02681,+91-7135509178,Mobile,P03420,BSNL,Active,C0245
PH02682,+91-9908552249,Mobile,P03421,MetroWave Communications,Active,C0245
PH02683,+91-7378826460,Mobile,P03423,MetroWave Communications,Active,C0245
PH02684,+91-7347206667,Mobile,P03425,MetroWave Communications,Active,C0245
PH02685,+91-8706744783,Mobile,P03425,BSNL,Active,C0245
PH02686,+91-8440969768,Mobile,P03426,Airtel,Inactive,C0245
PH02687,+91-8882772145,Mobile,P03428,Vi,Active,C0245
PH02688,+91-8727131069,Mobile,P03428,Airtel,Active,C0245
PH02689,+91-8830456619,Mobile,P03430,BSNL,Active,C0245
PH02690,+91-9873568508,Mobile,P03431,Vi,Inactive,C0245
PH02691,+91-7754377111,Mobile,P03432,MetroWave Communications,Active,C0245
PH02692,+91-7049471201,Mobile,P03434,Vi,Active,C0245
PH02693,+91-7895604046,Mobile,P03435,BSNL,Active,C0245
PH02694,+91-7507071705,Mobile,P03438,Jio,Inactive,C0245
PH02695,+91-7400341637,Mobile,P03439,Jio,Inactive,C0245
PH02696,+91-7394239147,Mobile,P03441,Airtel,Active,C0245
PH02697,+91-8647348241,Mobile,P03443,Vi,Active,C0246
PH02698,+91-9697913774,Mobile,P03444,MetroWave Communications,Inactive,C0246
PH02699,+91-7174135985,Mobile,P03445,MetroWave Communications,Active,C0246
PH02700,+91-8129870823,Mobile,P03447,MetroWave Communications,Active,C0246
PH02701,+91-7818552020,Mobile,P03448,Airtel,Active,C0246
PH02702,+91-7412868551,Mobile,P03449,Vi,Active,C0246
PH02703,+91-9146440336,Mobile,P00582,BSNL,Active,C0247
PH02704,+91-8910324601,Mobile,P03451,Airtel,Active,C0247
PH02705,+91-8301516721,Mobile,P03451,Vi,Active,C0247
PH02706,+91-9139743065,Mobile,P03452,Jio,Active,C0247
PH02707,+91-8395870249,Mobile,P03454,Jio,Active,C0247
PH02708,+91-9516246403,Mobile,P03456,MetroWave Communications,Active,C0248
PH02709,+91-7302865604,Mobile,P03457,BSNL,Active,C0248
PH02710,+91-9625667000,Mobile,P03459,MetroWave Communications,Inactive,C0249
PH02711,+91-8270792938,Mobile,P03460,Airtel,Inactive,C0249
PH02712,+91-9117418843,Mobile,P03461,Vi,Active,C0249
PH02713,+91-9089766147,Mobile,P03462,Vi,Active,C0249
PH02714,+91-7123480049,Mobile,P03463,Airtel,Active,C0249
PH02715,+91-8452151638,Mobile,P03463,Airtel,Active,C0249
PH02716,+91-8886916567,Mobile,P03464,Airtel,Inactive,C0249
PH02717,+91-8168369296,Mobile,P03466,Vi,Inactive,C0249
PH02718,+91-7859049341,Mobile,P03467,Jio,Active,C0249
PH02719,+91-8582840355,Landline,P03468,Airtel,Active,C0249
PH02720,+91-8791691423,Mobile,P03468,Vi,Active,C0249
PH02721,+91-7730065718,Mobile,P03469,Airtel,Active,C0249
PH02722,+91-7956383910,Mobile,P03470,MetroWave Communications,Active,C0249
PH02723,+91-7211763812,Mobile,P03472,MetroWave Communications,Active,C0249
PH02724,+91-8452919062,Mobile,P03473,Vi,Active,C0249
PH02725,+91-9682776095,Mobile,P03474,Vi,Active,C0249
PH02726,+91-9905232181,Mobile,P03474,Vi,Active,C0249
PH02727,+91-9390317058,Mobile,P03475,BSNL,Active,C0249
PH02728,+91-7589455090,Mobile,P03476,MetroWave Communications,Active,C0249
PH02729,+91-7771418497,Mobile,P00604,Vi,Inactive,C0250
PH02730,+91-9150397848,Mobile,P03478,Airtel,Active,C0250
PH02731,+91-8835123230,Mobile,P03479,Vi,Active,C0250
PH02732,+91-8098640206,Mobile,P03481,Vi,Active,C0250
PH02733,+91-7467813516,Landline,P03482,BSNL,Active,C0250
PH02734,+91-8668945689,Mobile,P03483,Vi,Active,C0250
PH02735,+91-8870345232,Mobile,P03484,MetroWave Communications,Active,C0250
PH02736,+91-8384148075,Mobile,P03485,Jio,Active,C0250
PH02737,+91-9512046192,Mobile,P03486,MetroWave Communications,Active,C0250
PH02738,+91-7292731049,Mobile,P03486,Jio,Inactive,C0250
PH02739,+91-8613054753,Mobile,P03487,MetroWave Communications,Active,C0250
PH02740,+91-8329201440,Mobile,P03490,MetroWave Communications,Active,C0250
PH02741,+91-8519384781,Mobile,P03490,Vi,Active,C0250
PH02742,+91-8581601829,Mobile,P03491,Airtel,Active,C0250
PH02743,+91-7813134214,Mobile,P03492,Airtel,Active,C0250
PH02744,+91-8304677776,Mobile,P03493,MetroWave Communications,Active,C0250
PH02745,+91-7480686754,Mobile,P03495,MetroWave Communications,Active,C0250
PH02746,+91-9690332245,Mobile,P03496,BSNL,Active,C0250
PH02747,+91-9958660332,Mobile,P03498,Vi,Inactive,C0250
PH02748,+91-7627810974,Mobile,P01237,Jio,Inactive,C0251
PH02749,+91-9149169826,Mobile,P03499,BSNL,Active,C0251
PH02750,+91-7375789485,Mobile,P03500,Airtel,Active,C0251
PH02751,+91-7607480714,Mobile,P03503,MetroWave Communications,Active,C0251
PH02752,+91-7669887935,Mobile,P03504,Vi,Active,C0251
PH02753,+91-7981607249,Mobile,P03505,Vi,Active,C0251
PH02754,+91-7333163913,Mobile,P03506,Jio,Active,C0251
PH02755,+91-7244784030,Mobile,P03508,MetroWave Communications,Active,C0251
PH02756,+91-8968433110,Landline,P03509,Jio,Inactive,C0251
PH02757,+91-8360620663,Mobile,P03510,Vi,Active,C0251
PH02758,+91-8788285874,Mobile,P03511,MetroWave Communications,Inactive,C0251
PH02759,+91-7175866450,Landline,P03512,Jio,Active,C0251
PH02760,+91-7534257944,Mobile,P03515,MetroWave Communications,Inactive,C0252
PH02761,+91-7366002778,Mobile,P03517,Jio,Active,C0252
PH02762,+91-7964101636,Mobile,P03518,BSNL,Active,C0252
PH02763,+91-8270247117,Landline,P03519,Vi,Active,C0252
PH02764,+91-9994661350,Mobile,P03520,Vi,Inactive,C0252
PH02765,+91-7587592168,Mobile,P03521,Vi,Active,C0252
PH02766,+91-8046530184,Mobile,P03524,BSNL,Active,C0252
PH02767,+91-9638962479,Mobile,P03525,BSNL,Active,C0252
PH02768,+91-8998826017,Landline,P03527,Jio,Inactive,C0252
PH02769,+91-8348206620,Mobile,P03527,MetroWave Communications,Active,C0252
PH02770,+91-9877020182,Mobile,P03528,MetroWave Communications,Active,C0252
PH02771,+91-8547337269,Mobile,P03529,Jio,Inactive,C0252
PH02772,+91-8965297327,Mobile,P03530,Vi,Active,C0252
PH02773,+91-7734250574,Mobile,P03531,Vi,Active,C0252
PH02774,+91-9662527284,Mobile,P03532,MetroWave Communications,Inactive,C0252
PH02775,+91-7622015382,Mobile,P03534,Vi,Active,C0252
PH02776,+91-8196122867,Mobile,P03535,BSNL,Active,C0252
PH02777,+91-8639029061,Mobile,P03536,MetroWave Communications,Active,C0252
PH02778,+91-8407158065,Mobile,P03538,MetroWave Communications,Active,C0253
PH02779,+91-8443000412,Mobile,P03538,BSNL,Active,C0253
PH02780,+91-9620411885,Mobile,P03539,Airtel,Active,C0253
PH02781,+91-7526767762,Mobile,P03540,Jio,Active,C0253
PH02782,+91-9440511610,Landline,P03541,MetroWave Communications,Active,C0253
PH02783,+91-7624207053,Mobile,P03542,BSNL,Active,C0253
PH02784,+91-8871935707,Landline,P03542,MetroWave Communications,Inactive,C0253
PH02785,+91-8054288375,Mobile,P03543,BSNL,Active,C0253
PH02786,+91-9299403183,Mobile,P03545,Jio,Active,C0253
PH02787,+91-9756403615,Mobile,P03546,BSNL,Active,C0253
PH02788,+91-7687234109,Mobile,P03548,Airtel,Active,C0253
PH02789,+91-8665911853,Mobile,P03549,Vi,Active,C0253
PH02790,+91-8842052551,Mobile,P03550,Jio,Active,C0253
PH02791,+91-7504852440,Mobile,P03552,Airtel,Active,C0253
PH02792,+91-8092239427,Mobile,P03553,Airtel,Active,C0253
PH02793,+91-8564646961,Mobile,P03556,BSNL,Inactive,C0253
PH02794,+91-9674046085,Mobile,P03558,MetroWave Communications,Active,C0253
PH02795,+91-9657701167,Mobile,P03560,Vi,Active,C0254
PH02796,+91-9881388907,Mobile,P03561,Vi,Active,C0254
PH02797,+91-8532172576,Mobile,P03563,MetroWave Communications,Active,C0254
PH02798,+91-7167596862,Mobile,P03568,Airtel,Active,C0254
PH02799,+91-8394918139,Mobile,P03569,Airtel,Active,C0254
PH02800,+91-7999716861,Mobile,P03570,Airtel,Active,C0254
PH02801,+91-8851434125,Mobile,P03573,MetroWave Communications,Inactive,C0254
PH02802,+91-7555762945,Mobile,P03575,Vi,Active,C0254
PH02803,+91-8646365020,Landline,P03576,Airtel,Active,C0254
PH02804,+91-9858066611,Mobile,P03577,Jio,Active,C0255
PH02805,+91-7746938326,Mobile,P03578,MetroWave Communications,Active,C0255
PH02806,+91-8759789438,Mobile,P03580,BSNL,Active,C0255
PH02807,+91-9839939998,Mobile,P03584,Jio,Active,C0255
PH02808,+91-8302142944,Mobile,P03586,MetroWave Communications,Inactive,C0255
PH02809,+91-9589636493,Mobile,P03587,BSNL,Active,C0255
PH02810,+91-9591501925,Mobile,P03588,Airtel,Active,C0255
PH02811,+91-8369479385,Mobile,P03590,Jio,Active,C0255
PH02812,+91-8800944681,Landline,P03592,Vi,Active,C0255
PH02813,+91-7940562989,Landline,P03593,BSNL,Active,C0255
PH02814,+91-9714844229,Mobile,P03594,Vi,Active,C0255
PH02815,+91-9663848559,Mobile,P03596,Airtel,Inactive,C0255
PH02816,+91-9049900762,Mobile,P03597,Airtel,Active,C0255
PH02817,+91-9285932084,Mobile,P03598,Jio,Active,C0255
PH02818,+91-8694159043,Mobile,P03600,Airtel,Active,C0255
PH02819,+91-9508421597,Mobile,P03601,Jio,Inactive,C0255
PH02820,+91-7861243529,Mobile,P03602,Vi,Active,C0255
PH02821,+91-8717665723,Mobile,P03605,Vi,Active,C0256
PH02822,+91-7096504289,Mobile,P03607,MetroWave Communications,Active,C0256
PH02823,+91-9357304363,Mobile,P03608,Jio,Inactive,C0256
PH02824,+91-9604853537,Mobile,P03611,Vi,Active,C0257
PH02825,+91-9386117083,Mobile,P03612,Vi,Active,C0257
PH02826,+91-7976823545,Mobile,P03613,Airtel,Active,C0257
PH02827,+91-7146659220,Mobile,P03614,Vi,Active,C0257
PH02828,+91-7837176451,Mobile,P03615,BSNL,Active,C0257
PH02829,+91-9461295788,Mobile,P03616,BSNL,Active,C0257
PH02830,+91-8776528941,Mobile,P03616,BSNL,Active,C0257
PH02831,+91-8316054753,Mobile,P03617,BSNL,Active,C0257
PH02832,+91-8370028375,Mobile,P03619,Vi,Active,C0257
PH02833,+91-7013193309,Mobile,P03620,Jio,Active,C0257
PH02834,+91-7718948581,Mobile,P03621,MetroWave Communications,Active,C0257
PH02835,+91-8492855422,Mobile,P03622,Jio,Inactive,C0257
PH02836,+91-8493054464,Mobile,P03623,Vi,Active,C0257
PH02837,+91-9736412715,Mobile,P03628,Jio,Active,C0259
PH02838,+91-9007250955,Mobile,P03631,MetroWave Communications,Active,C0259
PH02839,+91-7575547419,Mobile,P03633,MetroWave Communications,Active,C0259
PH02840,+91-9854224605,Mobile,P03634,MetroWave Communications,Active,C0259
PH02841,+91-9366484205,Mobile,P03635,MetroWave Communications,Active,C0259
PH02842,+91-7314634734,Landline,P03637,Vi,Inactive,C0259
PH02843,+91-7659435337,Mobile,P03638,Jio,Inactive,C0259
PH02844,+91-7125219260,Mobile,P03638,Airtel,Active,C0259
PH02845,+91-9632533555,Mobile,P03639,MetroWave Communications,Active,C0259
PH02846,+91-9099685995,Mobile,P03640,MetroWave Communications,Active,C0259
PH02847,+91-8302400903,Mobile,P03641,MetroWave Communications,Active,C0259
PH02848,+91-9687528569,Mobile,P03643,Airtel,Active,C0259
PH02849,+91-7140495827,Mobile,P03644,Vi,Inactive,C0259
PH02850,+91-9031204934,Mobile,P03645,Vi,Active,C0259
PH02851,+91-7955287647,Mobile,P03646,MetroWave Communications,Active,C0259
PH02852,+91-8016823031,Mobile,P03647,BSNL,Active,C0259
PH02853,+91-9397613446,Mobile,P03651,Jio,Inactive,C0259
PH02854,+91-9490167728,Mobile,P03652,Airtel,Active,C0259
PH02855,+91-9262294687,Landline,P03652,Jio,Active,C0259
PH02856,+91-9134993916,Mobile,P03654,BSNL,Active,C0259
PH02857,+91-9666967165,Mobile,P03656,Jio,Active,C0259
PH02858,+91-8820317915,Mobile,P03657,Vi,Active,C0259
PH02859,+91-8653354161,Mobile,P03658,BSNL,Active,C0259
PH02860,+91-7116278202,Mobile,P03661,BSNL,Active,C0259
PH02861,+91-8072708625,Mobile,P03662,MetroWave Communications,Active,C0259
PH02862,+91-7540037248,Mobile,P03663,MetroWave Communications,Active,C0259
PH02863,+91-8508448781,Mobile,P03665,Vi,Active,C0259
PH02864,+91-8351140897,Mobile,P03666,Jio,Active,C0259
PH02865,+91-8616096743,Mobile,P03668,Airtel,Inactive,C0259
PH02866,+91-7327878405,Landline,P03669,Vi,Active,C0259
PH02867,+91-7052954367,Mobile,P03669,Vi,Active,C0259
PH02868,+91-8181872366,Mobile,P03670,BSNL,Active,C0259
PH02869,+91-9322451073,Mobile,P03672,Vi,Active,C0259
PH02870,+91-7045206400,Mobile,P03674,MetroWave Communications,Active,C0259
PH02871,+91-8339495185,Mobile,P03675,BSNL,Inactive,C0259
PH02872,+91-7816097558,Mobile,P03675,Jio,Active,C0259
PH02873,+91-8630057427,Mobile,P03678,Vi,Active,C0259
PH02874,+91-9747975263,Mobile,P03679,Vi,Active,C0259
PH02875,+91-8482937813,Mobile,P03679,BSNL,Active,C0259
PH02876,+91-7347013095,Mobile,P03681,BSNL,Active,C0259
PH02877,+91-8297693595,Mobile,P03682,MetroWave Communications,Active,C0259
PH02878,+91-8309664340,Mobile,P03683,BSNL,Active,C0259
PH02879,+91-9560095754,Mobile,P03684,BSNL,Active,C0259
PH02880,+91-8714256282,Mobile,P03685,MetroWave Communications,Active,C0259
PH02881,+91-9238858823,Landline,P03686,Vi,Active,C0260
PH02882,+91-9003479514,Mobile,P03686,Jio,Active,C0260
PH02883,+91-8824239378,Mobile,P03689,MetroWave Communications,Active,C0260
PH02884,+91-9706353195,Mobile,P03691,BSNL,Inactive,C0261
PH02885,+91-8208858725,Mobile,P03692,Jio,Active,C0261
PH02886,+91-9625613330,Mobile,P03693,Jio,Active,C0261
PH02887,+91-9233045373,Mobile,P03696,MetroWave Communications,Inactive,C0262
PH02888,+91-8717912726,Mobile,P03697,Jio,Active,C0262
PH02889,+91-7011858919,Mobile,P03699,Vi,Inactive,C0262
PH02890,+91-7899208654,Mobile,P03700,MetroWave Communications,Active,C0262
PH02891,+91-8397552421,Mobile,P03702,MetroWave Communications,Active,C0262
PH02892,+91-7396919988,Mobile,P03705,BSNL,Active,C0262
PH02893,+91-8941710934,Mobile,P03707,Airtel,Active,C0262
PH02894,+91-9832226939,Mobile,P03707,MetroWave Communications,Inactive,C0262
PH02895,+91-8429277736,Mobile,P03708,BSNL,Active,C0262
PH02896,+91-8535656631,Mobile,P03709,BSNL,Active,C0262
PH02897,+91-8779973010,Mobile,P03712,Jio,Active,C0262
PH02898,+91-9448245364,Landline,P03713,BSNL,Inactive,C0262
PH02899,+91-8197344675,Mobile,P03714,MetroWave Communications,Active,C0262
PH02900,+91-8652963326,Mobile,P03715,Vi,Inactive,C0262
PH02901,+91-7917214352,Mobile,P03715,MetroWave Communications,Active,C0262
PH02902,+91-7842620021,Mobile,P03716,Jio,Active,C0262
PH02903,+91-8222583796,Mobile,P03717,Vi,Active,C0262
PH02904,+91-8393434739,Mobile,P03718,Jio,Active,C0262
PH02905,+91-7418352363,Mobile,P03721,Jio,Active,C0262
PH02906,+91-8100111932,Mobile,P03721,Jio,Active,C0262
PH02907,+91-8005037535,Mobile,P03722,BSNL,Inactive,C0262
PH02908,+91-9385899597,Mobile,P03723,BSNL,Active,C0263
PH02909,+91-7509792192,Mobile,P03724,Airtel,Active,C0263
PH02910,+91-7819803041,Mobile,P03728,BSNL,Active,C0263
PH02911,+91-8253098492,Mobile,P03729,Airtel,Inactive,C0263
PH02912,+91-7905158089,Mobile,P03730,BSNL,Active,C0263
PH02913,+91-8988714663,Mobile,P03730,BSNL,Active,C0263
PH02914,+91-9119386956,Mobile,P03731,Vi,Active,C0263
PH02915,+91-9199131094,Mobile,P03731,BSNL,Active,C0263
PH02916,+91-9410489312,Mobile,P03732,Vi,Active,C0263
PH02917,+91-8967050943,Mobile,P03734,Airtel,Active,C0263
PH02918,+91-7474613776,Mobile,P03736,Airtel,Active,C0263
PH02919,+91-9501245442,Mobile,P03738,Vi,Inactive,C0263
PH02920,+91-9474890951,Mobile,P03739,Jio,Active,C0264
PH02921,+91-7114609381,Mobile,P03740,MetroWave Communications,Active,C0264
PH02922,+91-9182272497,Mobile,P03746,MetroWave Communications,Active,C0264
PH02923,+91-8840874387,Mobile,P03747,Vi,Active,C0264
PH02924,+91-8174970499,Mobile,P03747,BSNL,Active,C0264
PH02925,+91-7884082265,Mobile,P03748,MetroWave Communications,Active,C0264
PH02926,+91-9528448531,Mobile,P03748,Airtel,Active,C0264
PH02927,+91-7341645371,Mobile,P03749,Jio,Active,C0264
PH02928,+91-9405933591,Mobile,P03750,Jio,Active,C0264
PH02929,+91-8110137587,Mobile,P03750,Vi,Active,C0264
PH02930,+91-8519128606,Mobile,P03752,Airtel,Active,C0264
PH02931,+91-7738434740,Mobile,P03753,Jio,Active,C0264
PH02932,+91-9553014509,Landline,P03755,Jio,Active,C0264
PH02933,+91-9307969787,Mobile,P03756,Jio,Active,C0264
PH02934,+91-9682368238,Mobile,P03757,MetroWave Communications,Active,C0264
PH02935,+91-9721010233,Mobile,P03760,Airtel,Active,C0264
PH02936,+91-9301702452,Mobile,P03761,MetroWave Communications,Active,C0264
PH02937,+91-9662667408,Mobile,P03763,BSNL,Active,C0264
PH02938,+91-8803139139,Landline,P03765,BSNL,Active,C0264
PH02939,+91-8805214096,Mobile,P03767,Airtel,Active,C0264
PH02940,+91-8573230936,Mobile,P03769,Vi,Active,C0264
PH02941,+91-7696287749,Mobile,P03771,BSNL,Active,C0264
PH02942,+91-8757443865,Mobile,P03773,Jio,Active,C0264
PH02943,+91-9999734398,Mobile,P03774,Airtel,Active,C0264
PH02944,+91-8797729603,Landline,P03775,Jio,Inactive,C0264
PH02945,+91-7675033093,Mobile,P03778,Airtel,Active,C0264
PH02946,+91-8839333605,Mobile,P03779,Jio,Active,C0264
PH02947,+91-7775873348,Mobile,P03781,Airtel,Active,C0264
PH02948,+91-8665238523,Mobile,P03782,BSNL,Inactive,C0264
PH02949,+91-9932012613,Mobile,P00261,MetroWave Communications,Active,C0266
PH02950,+91-8870411366,Mobile,P03784,MetroWave Communications,Active,C0266
PH02951,+91-8482712205,Mobile,P03785,BSNL,Active,C0266
PH02952,+91-9175644843,Landline,P03786,Airtel,Inactive,C0266
PH02953,+91-8323180663,Landline,P03787,Airtel,Inactive,C0266
PH02954,+91-7225340398,Mobile,P03790,Jio,Active,C0267
PH02955,+91-7619359406,Mobile,P03791,Airtel,Inactive,C0267
PH02956,+91-8951744733,Mobile,P03792,Airtel,Active,C0267
PH02957,+91-7724185505,Mobile,P03794,MetroWave Communications,Active,C0268
PH02958,+91-9062689090,Landline,P03794,BSNL,Active,C0268
PH02959,+91-7126974192,Mobile,P03796,Vi,Active,C0268
PH02960,+91-8085342756,Mobile,P03797,Airtel,Active,C0268
PH02961,+91-7911744404,Mobile,P03798,Jio,Active,C0268
PH02962,+91-7678359512,Mobile,P03803,BSNL,Active,C0268
PH02963,+91-8282556352,Mobile,P03804,MetroWave Communications,Active,C0268
PH02964,+91-8366036295,Mobile,P03804,MetroWave Communications,Active,C0268
PH02965,+91-8541377928,Mobile,P03806,MetroWave Communications,Active,C0268
PH02966,+91-9059555435,Mobile,P03808,BSNL,Active,C0268
PH02967,+91-8026782833,Mobile,P03809,Vi,Active,C0268
PH02968,+91-8770758710,Mobile,P03809,Airtel,Active,C0268
PH02969,+91-8046865809,Mobile,P03811,Jio,Inactive,C0268
PH02970,+91-9416887858,Mobile,P03812,MetroWave Communications,Active,C0268
PH02971,+91-9746091245,Mobile,P03812,Jio,Active,C0268
PH02972,+91-8860274277,Mobile,P03813,MetroWave Communications,Active,C0268
PH02973,+91-8779827472,Mobile,P03814,Airtel,Active,C0268
PH02974,+91-8128411959,Mobile,P03815,BSNL,Active,C0268
PH02975,+91-8762021587,Mobile,P03819,Vi,Active,C0268
PH02976,+91-8316420588,Mobile,P03822,Airtel,Inactive,C0268
PH02977,+91-7624160372,Mobile,P01355,Airtel,Active,C0269
PH02978,+91-8384154933,Mobile,P03824,Airtel,Active,C0269
PH02979,+91-7050710652,Mobile,P03825,Jio,Active,C0269
PH02980,+91-7005684772,Mobile,P03827,BSNL,Inactive,C0269
PH02981,+91-8544996022,Mobile,P03828,Airtel,Active,C0269
PH02982,+91-8681029183,Mobile,P03830,Vi,Active,C0269
PH02983,+91-9785520401,Mobile,P03831,MetroWave Communications,Active,C0269
PH02984,+91-8214841008,Mobile,P03832,Jio,Inactive,C0270
PH02985,+91-9963070110,Mobile,P03833,Vi,Inactive,C0270
PH02986,+91-9991863499,Mobile,P03838,Airtel,Active,C0271
PH02987,+91-7563175719,Mobile,P03838,BSNL,Inactive,C0271
PH02988,+91-9961160946,Mobile,P03840,BSNL,Active,C0271
PH02989,+91-7238578697,Mobile,P03840,Vi,Active,C0271
PH02990,+91-7827687494,Mobile,P03841,MetroWave Communications,Active,C0271
PH02991,+91-8457852939,Mobile,P03842,Vi,Inactive,C0271
PH02992,+91-9309432910,Mobile,P03843,Jio,Active,C0272
PH02993,+91-9591212023,Mobile,P03843,BSNL,Active,C0272
PH02994,+91-7529628144,Mobile,P03844,Vi,Active,C0272
PH02995,+91-7505296433,Mobile,P03845,MetroWave Communications,Active,C0272
PH02996,+91-8795576678,Mobile,P03846,Airtel,Inactive,C0272
PH02997,+91-7402249833,Landline,P03847,MetroWave Communications,Active,C0272
PH02998,+91-7391552844,Mobile,P03848,Airtel,Active,C0272
PH02999,+91-7824165016,Mobile,P03850,BSNL,Active,C0272
PH03000,+91-7953387490,Mobile,P03851,BSNL,Active,C0272
PH03001,+91-8377945957,Mobile,P03854,Airtel,Active,C0272
PH03002,+91-8879252292,Mobile,P03856,MetroWave Communications,Active,C0272
PH03003,+91-7652150388,Mobile,P03857,Jio,Active,C0272
PH03004,+91-7834268615,Landline,P03858,MetroWave Communications,Active,C0273
PH03005,+91-7532533683,Mobile,P03858,BSNL,Active,C0273
PH03006,+91-8567989836,Mobile,P03859,BSNL,Active,C0273
PH03007,+91-9263252067,Mobile,P03860,MetroWave Communications,Inactive,C0273
PH03008,+91-7611542527,Mobile,P03861,MetroWave Communications,Active,C0273
PH03009,+91-9813624553,Mobile,P03862,Vi,Active,C0273
PH03010,+91-7124404032,Mobile,P03864,MetroWave Communications,Inactive,C0273
PH03011,+91-7487963547,Mobile,P03866,Vi,Inactive,C0273
PH03012,+91-8614877027,Mobile,P03867,BSNL,Active,C0273
PH03013,+91-9144178954,Mobile,P03869,Airtel,Inactive,C0274
PH03014,+91-7308034931,Mobile,P03870,Airtel,Active,C0274
PH03015,+91-8018279690,Mobile,P03871,MetroWave Communications,Inactive,C0274
PH03016,+91-7272786983,Mobile,P03873,Vi,Active,C0274
PH03017,+91-7047488716,Mobile,P03875,BSNL,Active,C0274
PH03018,+91-9509643925,Mobile,P03876,Airtel,Inactive,C0274
PH03019,+91-9315389056,Mobile,P03877,BSNL,Active,C0274
PH03020,+91-9057434926,Landline,P03878,MetroWave Communications,Active,C0274
PH03021,+91-8872832417,Mobile,P03880,Vi,Active,C0274
PH03022,+91-7585456652,Mobile,P03881,MetroWave Communications,Inactive,C0274
PH03023,+91-9066725344,Mobile,P03882,Vi,Active,C0274
PH03024,+91-9476119779,Mobile,P03883,Airtel,Inactive,C0274
PH03025,+91-7914102903,Mobile,P03885,Vi,Active,C0274
PH03026,+91-9451419686,Mobile,P03886,Vi,Active,C0274
PH03027,+91-8455164558,Mobile,P03887,Airtel,Active,C0274
PH03028,+91-7606033044,Mobile,P03887,Airtel,Active,C0274
PH03029,+91-7038943438,Mobile,P03888,Airtel,Active,C0274
PH03030,+91-9242137589,Mobile,P03889,Vi,Active,C0274
PH03031,+91-9448174784,Mobile,P03890,Vi,Active,C0274
PH03032,+91-8876968471,Mobile,P03891,MetroWave Communications,Active,C0274
PH03033,+91-8787993391,Mobile,P03893,Vi,Active,C0274
PH03034,+91-9243524311,Landline,P03894,Airtel,Active,C0274
PH03035,+91-9024651706,Mobile,P03895,BSNL,Inactive,C0274
PH03036,+91-9051094082,Mobile,P03898,Airtel,Active,C0274
PH03037,+91-9812489911,Mobile,P03899,Airtel,Active,C0274
PH03038,+91-7796641185,Mobile,P03902,Vi,Active,C0274
PH03039,+91-7652652286,Mobile,P03904,MetroWave Communications,Inactive,C0274
PH03040,+91-8747548385,Mobile,P03905,MetroWave Communications,Inactive,C0274
PH03041,+91-7977141169,Mobile,P03905,BSNL,Active,C0274
PH03042,+91-7603985394,Mobile,P03906,MetroWave Communications,Active,C0274
PH03043,+91-8620370999,Mobile,P03907,MetroWave Communications,Active,C0274
PH03044,+91-7711661910,Mobile,P03907,Vi,Active,C0274
PH03045,+91-8020982289,Mobile,P03908,Jio,Active,C0274
PH03046,+91-7604156119,Mobile,P03911,Jio,Active,C0274
