evidence_id,evidence_type,title,source,collection_date,file_reference,hash,status,case_id
E06456,Financial,Transaction Record TX001438,Field Collection,2024-08-28,CASEFILE-E06456,SHA256_0A670715ECC7C61C,Verified,C0070
E06457,Financial,Transaction Record TX001440,Financial Records,2024-07-27,CASEFILE-E06457,SHA256_4FF66F9565045185,Review,C0070
E06458,Event Record,Evidence for Delivery involving Akash Saxena,Field Collection,2024-08-10,CASEFILE-E06458,SHA256_2FADAB927C23A67E,Review,C0070
E06459,Event Record,Evidence for Vehicle Movement involving Manav Sethi,Financial Records,2024-06-25,CASEFILE-E06459,SHA256_B74B2EE9258ED29B,Review,C0070
E06460,Event Record,Evidence for Observation involving Akash Saxena,Telecom Records,2024-07-25,CASEFILE-E06460,SHA256_618A6AF6BF139DB8,Review,C0070
E06461,Event Record,Evidence for Evidence Collection involving Manav Naik,Telecom Records,2024-07-27,CASEFILE-E06461,SHA256_D0B199F3B8574E5B,Review,C0070
E06462,Financial,Transaction Record TX001443,Financial Records,2024-07-27,CASEFILE-E06462,SHA256_E0CA1722CB890988,Review,C0071
E06463,CDR,CDR Log CDR001920,Financial Records,2024-09-24,CASEFILE-E06463,SHA256_D9C97C2184E9135D,Verified,C0072
E06464,CDR,CDR Log CDR001924,Financial Records,2024-06-27,CASEFILE-E06464,SHA256_32D72E3DBE42994E,Verified,C0072
E06465,CDR,CDR Log CDR001930,Telecom Records,2024-03-02,CASEFILE-E06465,SHA256_D9C7389FA2EA1408,Verified,C0072
E06466,CDR,CDR Log CDR001931,Telecom Records,2024-08-14,CASEFILE-E06466,SHA256_5C91CAEA0D070E33,Verified,C0072
E06467,CDR,CDR Log CDR001953,Case Records,2024-09-15,CASEFILE-E06467,SHA256_375B7F7CD16A2374,Review,C0072
E06468,CDR,CDR Log CDR001958,Field Collection,2024-07-30,CASEFILE-E06468,SHA256_91A2925CF62FDFFF,Verified,C0072
E06469,CDR,CDR Log CDR001966,Case Records,2024-01-16,CASEFILE-E06469,SHA256_7780A3C3235FA628,Verified,C0072
E06470,Financial,Transaction Record TX001467,Field Collection,2024-07-12,CASEFILE-E06470,SHA256_A71395AE38A82689,Verified,C0072
E06471,Financial,Transaction Record TX001473,Financial Records,2024-08-30,CASEFILE-E06471,SHA256_94B571120DEA65E4,Review,C0072
E06472,Event Record,Evidence for Transaction involving Manav Reddy,Field Collection,2024-01-29,CASEFILE-E06472,SHA256_B6BE6BFDDFF5B94F,Verified,C0072
E06473,Event Record,Evidence for Delivery involving Saurabh Reddy,Case Records,2024-08-28,CASEFILE-E06473,SHA256_0E911685E8FE818B,Verified,C0072
E06474,Event Record,Evidence for Transaction involving Vidhi Das,Financial Records,2024-04-07,CASEFILE-E06474,SHA256_625D6621BAABF179,Verified,C0072
E06475,Event Record,Evidence for Surveillance involving Riya Chavan,Case Records,2024-02-22,CASEFILE-E06475,SHA256_5FC1C67CE7D035D7,Review,C0072
E06476,Event Record,Evidence for Evidence Collection involving Tara Naik,Telecom Records,2024-06-30,CASEFILE-E06476,SHA256_482997F3FADE4561,Verified,C0072
E06477,CDR,CDR Log CDR001974,Field Collection,2024-08-21,CASEFILE-E06477,SHA256_E04E78FC14503C56,Review,C0073
E06478,CDR,CDR Log CDR001981,Financial Records,2024-05-28,CASEFILE-E06478,SHA256_2AA0E212CCA5305C,Verified,C0073
E06479,CDR,CDR Log CDR001991,Telecom Records,2024-02-13,CASEFILE-E06479,SHA256_44F62B82101000C4,Verified,C0073
E06480,CDR,CDR Log CDR002002,Telecom Records,2024-06-29,CASEFILE-E06480,SHA256_8AD3541A25423B7C,Review,C0073
E06481,CDR,CDR Log CDR002004,Field Collection,2024-04-09,CASEFILE-E06481,SHA256_CBCA513E2BC0AAC8,Review,C0073
E06482,CDR,CDR Log CDR002013,Financial Records,2024-02-03,CASEFILE-E06482,SHA256_7D01ED06BF40F890,Verified,C0073
E06483,CDR,CDR Log CDR002015,Financial Records,2024-09-25,CASEFILE-E06483,SHA256_1D393531CF18F7BF,Verified,C0073
E06484,CDR,CDR Log CDR002019,Field Collection,2024-08-19,CASEFILE-E06484,SHA256_34F31DEAC8939611,Verified,C0073
E06485,CDR,CDR Log CDR002030,Telecom Records,2024-06-05,CASEFILE-E06485,SHA256_D44DDF5D013B3673,Review,C0073
E06486,CDR,CDR Log CDR002038,Field Collection,2024-03-10,CASEFILE-E06486,SHA256_9269CBD71D01C1BA,Verified,C0073
E06487,CDR,CDR Log CDR002039,Financial Records,2024-09-24,CASEFILE-E06487,SHA256_935F1B5804AD301B,Verified,C0073
E06488,CDR,CDR Log CDR002053,Case Records,2024-12-17,CASEFILE-E06488,SHA256_7F22164861A5DA1D,Verified,C0073
E06489,CDR,CDR Log CDR002059,Case Records,2024-11-22,CASEFILE-E06489,SHA256_16663E7C2A42EF1A,Verified,C0073
E06490,CDR,CDR Log CDR002068,Field Collection,2024-09-09,CASEFILE-E06490,SHA256_B528E6BE4134D65B,Review,C0073
E06491,CDR,CDR Log CDR002073,Financial Records,2024-06-28,CASEFILE-E06491,SHA256_0148A2E1CCC3B219,Verified,C0073
E06492,CDR,CDR Log CDR002076,Telecom Records,2024-01-07,CASEFILE-E06492,SHA256_3819189C8B121BFB,Verified,C0073
E06493,Financial,Transaction Record TX001485,Financial Records,2024-06-15,CASEFILE-E06493,SHA256_2E797F5322451E00,Review,C0073
E06494,Financial,Transaction Record TX001486,Field Collection,2024-07-13,CASEFILE-E06494,SHA256_70C23EE87F1ACF35,Verified,C0073
E06495,Financial,Transaction Record TX001491,Field Collection,2024-03-15,CASEFILE-E06495,SHA256_FADC8D0EB9F16161,Verified,C0073
E06496,Financial,Transaction Record TX001496,Financial Records,2024-02-19,CASEFILE-E06496,SHA256_A8D718107BB32A89,Verified,C0073
E06497,Financial,Transaction Record TX001502,Case Records,2024-04-03,CASEFILE-E06497,SHA256_47B77B75BF3A4EB8,Verified,C0073
E06498,Financial,Transaction Record TX001511,Case Records,2024-06-03,CASEFILE-E06498,SHA256_172AE9C1A59DD1ED,Verified,C0073
E06499,Financial,Transaction Record TX001514,Field Collection,2024-05-04,CASEFILE-E06499,SHA256_A146BF7CA1D5E264,Verified,C0073
E06500,Financial,Transaction Record TX001527,Telecom Records,2024-10-09,CASEFILE-E06500,SHA256_6EB950D495CAFEFA,Verified,C0073
E06501,Financial,Transaction Record TX001531,Field Collection,2024-02-08,CASEFILE-E06501,SHA256_9F0AADDFC60733C5,Verified,C0073
E06502,Financial,Transaction Record TX001534,Field Collection,2024-12-25,CASEFILE-E06502,SHA256_F820E040A78067EC,Verified,C0073
E06503,Financial,Transaction Record TX001537,Financial Records,2024-08-12,CASEFILE-E06503,SHA256_75DF70B356469C2B,Review,C0073
E06504,Financial,Transaction Record TX001538,Telecom Records,2024-02-07,CASEFILE-E06504,SHA256_80E48C9EFF937B8C,Verified,C0073
E06505,Event Record,Evidence for Call involving Sneha Shah,Telecom Records,2024-06-13,CASEFILE-E06505,SHA256_3FFA73D8A14C93E0,Verified,C0073
E06506,Event Record,Evidence for Surveillance involving Sneha Shah,Financial Records,2024-04-21,CASEFILE-E06506,SHA256_9C1739C63B348401,Verified,C0073
E06507,Event Record,Evidence for Interview involving Yamini Kulkarni,Financial Records,2024-01-10,CASEFILE-E06507,SHA256_D459E6E902319C5A,Verified,C0073
E06508,Event Record,Evidence for Financial Activity involving Rahul Das,Case Records,2024-12-29,CASEFILE-E06508,SHA256_C5B503A4118BD4DA,Review,C0073
E06509,Event Record,Evidence for Vehicle Movement involving Pranav Bhat,Telecom Records,2024-09-24,CASEFILE-E06509,SHA256_A2D688CAB22FD4F8,Verified,C0073
E06510,Event Record,Evidence for Transaction involving Zoya Gupta,Case Records,2024-09-10,CASEFILE-E06510,SHA256_1045EBDC34F0453F,Review,C0073
E06511,Event Record,Evidence for Meeting involving Shreya Menon,Telecom Records,2024-08-30,CASEFILE-E06511,SHA256_00BFA952699808CC,Verified,C0073
E06512,Event Record,Evidence for Interview involving Manav Desai,Field Collection,2024-05-11,CASEFILE-E06512,SHA256_456AA986CA569C70,Verified,C0073
E06513,Event Record,Evidence for Surveillance involving Varun Rao,Telecom Records,2024-02-08,CASEFILE-E06513,SHA256_85E71C699F1F245F,Verified,C0073
E06514,Event Record,Evidence for Delivery involving Vikram Malhotra,Financial Records,2024-04-07,CASEFILE-E06514,SHA256_1B4E04E7B849E16D,Review,C0073
E06515,Event Record,Evidence for Cyber Activity involving Sana Das,Case Records,2024-06-07,CASEFILE-E06515,SHA256_E9C181A623B5C7C5,Review,C0073
E06516,Event Record,Evidence for Evidence Collection involving Aditya Bansal,Financial Records,2024-05-03,CASEFILE-E06516,SHA256_38FA587AA568516F,Verified,C0073
E06517,Event Record,Evidence for Surveillance involving Naina Bhat,Financial Records,2024-09-28,CASEFILE-E06517,SHA256_2B223BE956FE9EEF,Verified,C0073
E06518,Event Record,Evidence for Surveillance involving Dhruv Mishra,Telecom Records,2024-05-13,CASEFILE-E06518,SHA256_945192D58753B9B3,Verified,C0073
E06519,Event Record,Evidence for Surveillance involving Tara Thakur,Case Records,2024-08-24,CASEFILE-E06519,SHA256_F8B33A02232DC2E7,Verified,C0073
E06520,Event Record,Evidence for Surveillance involving Kiara Pillai,Telecom Records,2024-04-18,CASEFILE-E06520,SHA256_6DF75E6881C8F016,Verified,C0073
E06521,Event Record,Evidence for Crime involving Shreya Verma,Case Records,2024-07-22,CASEFILE-E06521,SHA256_438A44086B420707,Review,C0073
E06522,CDR,CDR Log CDR002085,Case Records,2024-06-25,CASEFILE-E06522,SHA256_70D19CCA1029F32A,Verified,C0074
E06523,CDR,CDR Log CDR002087,Financial Records,2024-05-22,CASEFILE-E06523,SHA256_20CF51AC9FD6C938,Review,C0074
E06524,CDR,CDR Log CDR002095,Financial Records,2024-12-14,CASEFILE-E06524,SHA256_407B512814622C35,Verified,C0074
E06525,CDR,CDR Log CDR002096,Case Records,2024-12-15,CASEFILE-E06525,SHA256_06ACBDBC02B1C1D4,Verified,C0074
E06526,Financial,Transaction Record TX001549,Financial Records,2024-02-27,CASEFILE-E06526,SHA256_A84EC0E9B0FAD84D,Review,C0074
E06527,Event Record,Evidence for Meeting involving Rahul Shah,Field Collection,2024-12-09,CASEFILE-E06527,SHA256_6D5CD7EB0A217C6F,Verified,C0074
E06528,Event Record,Evidence for Call involving Aarav Das,Case Records,2024-01-12,CASEFILE-E06528,SHA256_18DEBF658B77E76C,Review,C0074
E06529,CDR,CDR Log CDR002098,Financial Records,2024-08-30,CASEFILE-E06529,SHA256_A7A943C4B7ABF524,Verified,C0075
E06530,CDR,CDR Log CDR002100,Case Records,2024-05-25,CASEFILE-E06530,SHA256_19E319CEB95F6E2F,Verified,C0075
E06531,Event Record,Evidence for Evidence Collection involving Saurabh Saxena,Case Records,2024-07-20,CASEFILE-E06531,SHA256_F009D4DE05AB7103,Verified,C0075
E06532,CDR,CDR Log CDR002108,Telecom Records,2024-03-16,CASEFILE-E06532,SHA256_3314BF5861CC0466,Verified,C0077
E06533,CDR,CDR Log CDR002116,Financial Records,2024-01-25,CASEFILE-E06533,SHA256_AA0B3057000BB1D9,Review,C0077
E06534,CDR,CDR Log CDR002119,Field Collection,2024-07-10,CASEFILE-E06534,SHA256_2E1221214FDD627E,Verified,C0077
E06535,CDR,CDR Log CDR002143,Telecom Records,2024-03-29,CASEFILE-E06535,SHA256_D0B9B80A00B9BDDC,Verified,C0077
E06536,CDR,CDR Log CDR002144,Telecom Records,2024-01-11,CASEFILE-E06536,SHA256_27CD9606FBC64E14,Verified,C0077
E06537,CDR,CDR Log CDR002150,Telecom Records,2024-02-13,CASEFILE-E06537,SHA256_42A23B31829B428F,Verified,C0077
E06538,CDR,CDR Log CDR002151,Field Collection,2024-05-15,CASEFILE-E06538,SHA256_DA260CEA24234048,Verified,C0077
E06539,CDR,CDR Log CDR002152,Financial Records,2024-07-06,CASEFILE-E06539,SHA256_0AC9DBCDA0871AB2,Verified,C0077
E06540,CDR,CDR Log CDR002154,Field Collection,2024-07-31,CASEFILE-E06540,SHA256_FB38271B71B127D3,Verified,C0077
E06541,CDR,CDR Log CDR002158,Telecom Records,2024-08-22,CASEFILE-E06541,SHA256_C8E6094C08C8A41A,Verified,C0077
E06542,CDR,CDR Log CDR002159,Case Records,2024-06-17,CASEFILE-E06542,SHA256_5D486DF25207C19C,Verified,C0077
E06543,CDR,CDR Log CDR002165,Financial Records,2024-01-27,CASEFILE-E06543,SHA256_6CAFD23DFEB23039,Verified,C0077
E06544,CDR,CDR Log CDR002177,Telecom Records,2024-01-17,CASEFILE-E06544,SHA256_F7564A62F35F4C22,Verified,C0077
E06545,CDR,CDR Log CDR002179,Telecom Records,2024-01-20,CASEFILE-E06545,SHA256_91963493693FA97F,Verified,C0077
E06546,CDR,CDR Log CDR002181,Case Records,2024-03-02,CASEFILE-E06546,SHA256_640464E0C38D2FC4,Verified,C0077
E06547,CDR,CDR Log CDR002186,Telecom Records,2024-06-07,CASEFILE-E06547,SHA256_7B81C2F65D808154,Review,C0077
E06548,CDR,CDR Log CDR002189,Financial Records,2024-05-21,CASEFILE-E06548,SHA256_477B3BE0340141FA,Verified,C0077
E06549,CDR,CDR Log CDR002193,Financial Records,2024-05-26,CASEFILE-E06549,SHA256_F59762C692C61067,Verified,C0077
E06550,CDR,CDR Log CDR002195,Financial Records,2024-02-13,CASEFILE-E06550,SHA256_A7C4735D3FADBFA8,Verified,C0077
E06551,Financial,Transaction Record TX001582,Telecom Records,2024-08-08,CASEFILE-E06551,SHA256_5BC764ABCF1D235C,Verified,C0077
E06552,Financial,Transaction Record TX001585,Telecom Records,2024-05-02,CASEFILE-E06552,SHA256_83930A9604B7A657,Verified,C0077
E06553,Financial,Transaction Record TX001588,Case Records,2024-08-29,CASEFILE-E06553,SHA256_945DBCB8A05B963B,Review,C0077
E06554,Financial,Transaction Record TX001595,Field Collection,2024-06-28,CASEFILE-E06554,SHA256_CA8DE9B2B8B1BAFA,Verified,C0077
E06555,Financial,Transaction Record TX001597,Case Records,2024-02-23,CASEFILE-E06555,SHA256_710CAE781EBB24E0,Verified,C0077
E06556,Financial,Transaction Record TX001598,Case Records,2024-01-23,CASEFILE-E06556,SHA256_FFB1A7F0366DE295,Verified,C0077
E06557,Financial,Transaction Record TX001600,Telecom Records,2024-07-06,CASEFILE-E06557,SHA256_F0470A94EB7DB086,Verified,C0077
E06558,Financial,Transaction Record TX001605,Field Collection,2024-06-23,CASEFILE-E06558,SHA256_BBF2ADEB4A894F6D,Verified,C0077
E06559,Financial,Transaction Record TX001613,Financial Records,2024-08-10,CASEFILE-E06559,SHA256_F7BEC98802AADF4E,Review,C0077
E06560,Financial,Transaction Record TX001615,Financial Records,2024-08-01,CASEFILE-E06560,SHA256_C06B76541868254C,Verified,C0077
E06561,Financial,Transaction Record TX001617,Field Collection,2024-07-28,CASEFILE-E06561,SHA256_04FF2D231307FA9A,Verified,C0077
E06562,Financial,Transaction Record TX001624,Telecom Records,2024-06-29,CASEFILE-E06562,SHA256_9107EF544A0F36A6,Verified,C0077
E06563,Financial,Transaction Record TX001627,Telecom Records,2024-01-03,CASEFILE-E06563,SHA256_C2296A6141615D80,Verified,C0077
E06564,Financial,Transaction Record TX001628,Field Collection,2024-01-14,CASEFILE-E06564,SHA256_96C687BC69B782EB,Verified,C0077
E06565,Financial,Transaction Record TX001634,Telecom Records,2024-01-17,CASEFILE-E06565,SHA256_D8F158A08DDCF075,Review,C0077
E06566,Financial,Transaction Record TX001639,Financial Records,2024-07-12,CASEFILE-E06566,SHA256_E73408DA7F031EFB,Verified,C0077
E06567,Financial,Transaction Record TX001640,Case Records,2024-05-31,CASEFILE-E06567,SHA256_481425AF57C110EC,Review,C0077
E06568,Financial,Transaction Record TX001643,Telecom Records,2024-03-29,CASEFILE-E06568,SHA256_F1E8F219C32469B7,Verified,C0077
E06569,Financial,Transaction Record TX001646,Case Records,2024-01-09,CASEFILE-E06569,SHA256_DE3099AC401FF49D,Verified,C0077
E06570,Event Record,Evidence for Call involving Anushka Kulkarni,Financial Records,2024-06-18,CASEFILE-E06570,SHA256_A43C1B41D691DE76,Verified,C0077
E06571,Event Record,Evidence for Transaction involving Zoya Kapoor,Case Records,2024-04-26,CASEFILE-E06571,SHA256_CD4FDD3AC9C38AD3,Verified,C0077
E06572,Event Record,Evidence for Crime involving Shreya Khan,Financial Records,2024-06-14,CASEFILE-E06572,SHA256_ACE6E389E161AC3A,Verified,C0077
E06573,Event Record,Evidence for Transaction involving Siddharth Joshi,Telecom Records,2024-02-28,CASEFILE-E06573,SHA256_18FEADD9509E5002,Review,C0077
E06574,Event Record,Evidence for Arrest involving Raj Rao,Case Records,2024-03-06,CASEFILE-E06574,SHA256_C0FEFF620945EC1B,Review,C0077
E06575,CDR,CDR Log CDR002206,Financial Records,2024-05-25,CASEFILE-E06575,SHA256_4A2FBF094712B0C1,Verified,C0079
E06576,CDR,CDR Log CDR002212,Field Collection,2024-04-05,CASEFILE-E06576,SHA256_FFD45C953AD730B5,Verified,C0079
E06577,CDR,CDR Log CDR002217,Case Records,2024-11-04,CASEFILE-E06577,SHA256_12F75EB05A5E6D35,Review,C0079
E06578,CDR,CDR Log CDR002218,Field Collection,2024-12-07,CASEFILE-E06578,SHA256_9C11AE230EADBF4C,Review,C0079
E06579,CDR,CDR Log CDR002220,Field Collection,2024-11-15,CASEFILE-E06579,SHA256_C551E26DD0F2D8E8,Verified,C0079
E06580,Financial,Transaction Record TX001655,Field Collection,2024-11-15,CASEFILE-E06580,SHA256_A9425A41F94410D2,Verified,C0079
E06581,Event Record,Evidence for Evidence Collection involving Akash Nair,Field Collection,2024-12-23,CASEFILE-E06581,SHA256_0EA3302039821A18,Review,C0079
E06582,CDR,CDR Log CDR002226,Telecom Records,2024-04-27,CASEFILE-E06582,SHA256_5CADDED6C6F2932B,Verified,C0080
E06583,CDR,CDR Log CDR002228,Case Records,2024-08-03,CASEFILE-E06583,SHA256_5E48E054B822D54C,Verified,C0080
E06584,CDR,CDR Log CDR002239,Field Collection,2024-02-15,CASEFILE-E06584,SHA256_1281095BE2D871C9,Review,C0080
E06585,CDR,CDR Log CDR002249,Financial Records,2024-07-17,CASEFILE-E06585,SHA256_0093D4398F12C969,Review,C0080
E06586,CDR,CDR Log CDR002252,Financial Records,2024-04-02,CASEFILE-E06586,SHA256_7777297BC00C551F,Verified,C0080
E06587,Financial,Transaction Record TX001673,Field Collection,2024-08-02,CASEFILE-E06587,SHA256_E2428A0AB0E205DB,Verified,C0080
E06588,Financial,Transaction Record TX001674,Case Records,2024-02-17,CASEFILE-E06588,SHA256_CEA98A69D188DB04,Review,C0080
E06589,Financial,Transaction Record TX001676,Case Records,2024-03-18,CASEFILE-E06589,SHA256_07D356D1A989CCA0,Review,C0080
E06590,Financial,Transaction Record TX001691,Telecom Records,2024-03-14,CASEFILE-E06590,SHA256_BEBEE2E422B2A8F5,Review,C0080
E06591,Event Record,Evidence for Surveillance involving Kabir Saxena,Financial Records,2024-07-16,CASEFILE-E06591,SHA256_096CBD228896080E,Verified,C0080
E06592,Event Record,Evidence for Meeting involving Naveen Malhotra,Field Collection,2024-08-28,CASEFILE-E06592,SHA256_8F569FC9E91ADA43,Verified,C0080
E06593,Event Record,Evidence for Call involving Aman Kulkarni,Field Collection,2024-06-22,CASEFILE-E06593,SHA256_6C8D9CE7C34680DB,Review,C0080
E06594,Event Record,Evidence for Financial Activity involving Ananya Bansal,Case Records,2024-06-16,CASEFILE-E06594,SHA256_68DDDD007C749A02,Verified,C0080
E06595,Event Record,Evidence for Transaction involving Nikhil Shetty,Telecom Records,2024-01-26,CASEFILE-E06595,SHA256_371917A23F924FF6,Verified,C0080
E06596,Event Record,Evidence for Cyber Activity involving Pranav Thakur,Case Records,2024-07-16,CASEFILE-E06596,SHA256_D8A049E00EDD4082,Review,C0081
E06597,Financial,Transaction Record TX001700,Telecom Records,2024-06-03,CASEFILE-E06597,SHA256_A80FCB59476CC07A,Review,C0082
E06598,Event Record,Evidence for Meeting involving Trisha Desai,Case Records,2024-07-21,CASEFILE-E06598,SHA256_A926DE0786DAE4AA,Verified,C0083
E06599,CDR,CDR Log CDR002263,Financial Records,2024-08-20,CASEFILE-E06599,SHA256_280098B125E22C64,Verified,C0084
E06600,CDR,CDR Log CDR002280,Telecom Records,2024-08-06,CASEFILE-E06600,SHA256_A00A4C15A0B1C271,Verified,C0084
E06601,CDR,CDR Log CDR002287,Field Collection,2024-05-21,CASEFILE-E06601,SHA256_E7C21A235FB40489,Verified,C0084
E06602,CDR,CDR Log CDR002296,Telecom Records,2024-06-10,CASEFILE-E06602,SHA256_4D44091F9CA4F940,Review,C0084
E06603,CDR,CDR Log CDR002298,Field Collection,2024-06-03,CASEFILE-E06603,SHA256_904F9925E25DE0E2,Review,C0084
E06604,CDR,CDR Log CDR002302,Case Records,2024-08-07,CASEFILE-E06604,SHA256_DCE0B83FFA7AB2EF,Verified,C0084
E06605,CDR,CDR Log CDR002304,Field Collection,2024-08-07,CASEFILE-E06605,SHA256_0C5C660748DA7F50,Review,C0084
E06606,CDR,CDR Log CDR002305,Financial Records,2024-06-21,CASEFILE-E06606,SHA256_8D797C2AB0C03366,Verified,C0084
E06607,CDR,CDR Log CDR002311,Case Records,2024-07-21,CASEFILE-E06607,SHA256_7447C122823210A3,Verified,C0084
E06608,Financial,Transaction Record TX001707,Case Records,2024-05-19,CASEFILE-E06608,SHA256_B853BDAA5F391521,Review,C0084
E06609,Financial,Transaction Record TX001714,Field Collection,2024-08-08,CASEFILE-E06609,SHA256_249F1424C10EF8C1,Verified,C0084
E06610,Financial,Transaction Record TX001726,Case Records,2024-07-28,CASEFILE-E06610,SHA256_ECF42574CBE2BF58,Verified,C0084
E06611,Financial,Transaction Record TX001736,Financial Records,2024-07-06,CASEFILE-E06611,SHA256_47036AD794BB9CA6,Verified,C0084
E06612,Financial,Transaction Record TX001741,Telecom Records,2024-06-22,CASEFILE-E06612,SHA256_CBFA334BB8A14D98,Verified,C0084
E06613,Financial,Transaction Record TX001758,Case Records,2024-07-25,CASEFILE-E06613,SHA256_8FF6EC1E22D00CC6,Verified,C0084
E06614,Event Record,Evidence for Evidence Collection involving Dev Patil,Field Collection,2024-05-30,CASEFILE-E06614,SHA256_3BE72AA9DC00EEDE,Verified,C0084
E06615,Event Record,Evidence for Financial Activity involving Rahul Verma,Financial Records,2024-08-18,CASEFILE-E06615,SHA256_326EAD3A92E80585,Review,C0084
E06616,Event Record,Evidence for Vehicle Movement involving Dev Patil,Case Records,2024-08-14,CASEFILE-E06616,SHA256_6107D883DFFE2960,Review,C0084
E06617,Event Record,Evidence for Transaction involving Vikram Verma,Case Records,2024-06-02,CASEFILE-E06617,SHA256_A551AEC399F95710,Review,C0084
E06618,Event Record,Evidence for Financial Activity involving Kavya Nair,Telecom Records,2024-08-17,CASEFILE-E06618,SHA256_60B11B728E980E89,Verified,C0084
E06619,Event Record,Evidence for Vehicle Movement involving Yash Pillai,Field Collection,2024-05-13,CASEFILE-E06619,SHA256_A2BAAB5993AD5E72,Verified,C0084
E06620,Event Record,Evidence for Evidence Collection involving Karan Jadhav,Telecom Records,2024-07-04,CASEFILE-E06620,SHA256_5B333A834E7F8BF9,Verified,C0084
E06621,Event Record,Evidence for Cyber Activity involving Dev Patil,Financial Records,2024-06-19,CASEFILE-E06621,SHA256_ABE281E72B1B9F60,Review,C0084
E06622,Event Record,Evidence for Vehicle Movement involving Dev Ghosh,Case Records,2024-05-22,CASEFILE-E06622,SHA256_8EF99AACCBC4A491,Verified,C0084
E06623,Event Record,Evidence for Financial Activity involving Zoya Naik,Telecom Records,2024-07-31,CASEFILE-E06623,SHA256_D515FA440531B110,Verified,C0084
E06624,Event Record,Evidence for Surveillance involving Kabir Bansal,Case Records,2024-05-31,CASEFILE-E06624,SHA256_E7D783C381664BC1,Verified,C0084
E06625,CDR,CDR Log CDR002329,Financial Records,2024-12-05,CASEFILE-E06625,SHA256_727BF2F7A2858525,Review,C0085
E06626,CDR,CDR Log CDR002347,Telecom Records,2024-03-15,CASEFILE-E06626,SHA256_2BD2986B9878234F,Verified,C0085
E06627,Financial,Transaction Record TX001763,Telecom Records,2024-05-25,CASEFILE-E06627,SHA256_42C8AE5E3E994F16,Review,C0085
E06628,Financial,Transaction Record TX001764,Telecom Records,2024-08-10,CASEFILE-E06628,SHA256_FEC8E63257E71048,Review,C0085
E06629,Financial,Transaction Record TX001770,Case Records,2024-08-03,CASEFILE-E06629,SHA256_F2AE4112A24FEF3F,Review,C0085
E06630,Event Record,Evidence for Financial Activity involving Mahi Saxena,Financial Records,2024-03-02,CASEFILE-E06630,SHA256_09FBCE6B24D25E45,Verified,C0085
E06631,Event Record,Evidence for Cyber Activity involving Sneha Shetty,Financial Records,2024-06-29,CASEFILE-E06631,SHA256_E6665FB06BE8D242,Verified,C0085
E06632,Event Record,Evidence for Financial Activity involving Pooja Singh,Financial Records,2024-10-01,CASEFILE-E06632,SHA256_C358691C4CB7F0F4,Verified,C0085
E06633,CDR,CDR Log CDR002356,Case Records,2024-08-21,CASEFILE-E06633,SHA256_DB4482A4FF40AC00,Verified,C0086
E06634,CDR,CDR Log CDR002371,Telecom Records,2024-06-08,CASEFILE-E06634,SHA256_5823CA3349FDAA0B,Verified,C0086
E06635,CDR,CDR Log CDR002373,Case Records,2024-05-09,CASEFILE-E06635,SHA256_5EC902AE37962103,Verified,C0086
E06636,CDR,CDR Log CDR002381,Field Collection,2024-06-11,CASEFILE-E06636,SHA256_6CD8DC5A9A516239,Review,C0086
E06637,CDR,CDR Log CDR002394,Telecom Records,2024-06-09,CASEFILE-E06637,SHA256_D8C576A3F57D2C78,Verified,C0086
E06638,CDR,CDR Log CDR002395,Financial Records,2024-07-17,CASEFILE-E06638,SHA256_EC2304C9AC06A228,Verified,C0086
E06639,Financial,Transaction Record TX001778,Telecom Records,2024-04-25,CASEFILE-E06639,SHA256_EDF6082F02D4F700,Verified,C0086
E06640,Financial,Transaction Record TX001780,Field Collection,2024-10-24,CASEFILE-E06640,SHA256_633277E02EF2611D,Verified,C0086
E06641,Event Record,Evidence for Financial Activity involving Vikram Desai,Telecom Records,2024-08-04,CASEFILE-E06641,SHA256_3F85C3943159348D,Verified,C0086
E06642,Event Record,Evidence for Observation involving Manav Khan,Case Records,2024-08-03,CASEFILE-E06642,SHA256_CD11FF32A6764A77,Verified,C0086
E06643,Event Record,Evidence for Interview involving Arnav Sethi,Case Records,2024-08-12,CASEFILE-E06643,SHA256_4BAC2EE1AAB1265A,Verified,C0086
E06644,Event Record,Evidence for Crime involving Arjun Verma,Case Records,2024-03-27,CASEFILE-E06644,SHA256_801D9557BB460B23,Verified,C0086
E06645,Event Record,Evidence for Vehicle Movement involving Kunal Ghosh,Field Collection,2024-07-25,CASEFILE-E06645,SHA256_A23F45745FCD9CA2,Verified,C0086
E06646,CDR,CDR Log CDR002400,Field Collection,2024-11-28,CASEFILE-E06646,SHA256_2ECA39BD9E812678,Verified,C0087
E06647,CDR,CDR Log CDR002403,Case Records,2024-10-21,CASEFILE-E06647,SHA256_8ED5BFEAAB6FA715,Verified,C0087
E06648,Financial,Transaction Record TX001808,Field Collection,2024-12-23,CASEFILE-E06648,SHA256_200FAB44ECD460EB,Verified,C0087
E06649,Financial,Transaction Record TX001809,Financial Records,2024-02-27,CASEFILE-E06649,SHA256_6445C91263A68C73,Verified,C0087
E06650,Event Record,Evidence for Crime involving Raj Menon,Field Collection,2024-02-14,CASEFILE-E06650,SHA256_AF0319A819973FAF,Verified,C0087
E06651,Event Record,Evidence for Transaction involving Vivek Ghosh,Case Records,2024-04-07,CASEFILE-E06651,SHA256_24934F0F59927D42,Review,C0087
