account_id,account_number,account_type,bank_name,holder_person_id,holder_organization_id,ifsc,status,case_id
ACC02428,600852033858,Savings,Evergreen Finance Bank,P04211,,HUBK0631505,Active,C0296
ACC02429,314126486156,Current,Evergreen Finance Bank,P04212,,HUBK0579923,Active,C0296
ACC02430,560519110746,Savings,Summit Cooperative Bank,P04213,,HUBK0746345,Active,C0296
ACC02431,5414373890724249,Savings,Harbor Union Bank,P04214,,HUBK0669860,Active,C0296
ACC02432,9958248873139,Savings,Pioneer Urban Bank,P04215,,HUBK0726622,Inactive,C0297
ACC02433,281108762598177,Savings,Summit Cooperative Bank,P04216,,HUBK0520662,Active,C0297
ACC02434,1931593312846623,Savings,Evergreen Finance Bank,P04219,,HUBK0289819,Active,C0298
ACC02435,3872152218020,Current,Cedar National Bank,P04220,,HUBK0791543,Active,C0298
ACC02436,207804184864,Savings,Evergreen Finance Bank,P04222,,HUBK0034645,Active,C0298
ACC02437,69790870887788,Savings,Riverview Commercial Bank,P04223,,HUBK0186968,Active,C0299
ACC02438,8197970308846,Current,Evergreen Finance Bank,P04227,,HUBK0648424,Active,C0299
ACC02439,5331339100268382,Current,Cedar National Bank,P04229,,HUBK0429300,Active,C0300
ACC02440,5811112602252,Savings,Summit Cooperative Bank,P04230,,HUBK0474832,Active,C0300
ACC02441,639312339639396,Savings,Evergreen Finance Bank,P01165,,HUBK0678901,Active,C0301
ACC02442,980100562474048,Savings,Summit Cooperative Bank,P04233,,HUBK0772927,Active,C0301
ACC02443,2724675066033908,Savings,Summit Cooperative Bank,P04234,,HUBK0984644,Active,C0301
ACC02444,679263625845868,Current,Evergreen Finance Bank,P04235,,HUBK0388394,Active,C0301
ACC02445,52832511097842,Savings,Cedar National Bank,P04237,,HUBK0689494,Inactive,C0302
ACC02446,38306977086851,Savings,Evergreen Finance Bank,P04238,,HUBK0202303,Active,C0302
ACC02447,772854471075126,Savings,Pioneer Urban Bank,P04240,,HUBK0968306,Active,C0302
ACC02448,295437292287,Savings,Harbor Union Bank,P04242,,HUBK0698389,Active,C0302
ACC02449,2813707887474,Savings,Summit Cooperative Bank,P04243,,HUBK0320921,Active,C0302
ACC02450,2570301872985249,Savings,Riverview Commercial Bank,,O0172,HUBK0761894,Active,C0302
ACC02451,31845432637007,Current,Evergreen Finance Bank,P04245,,HUBK0817099,Active,C0303
ACC02452,4976053594165,Current,Pioneer Urban Bank,P04248,,HUBK0810842,Active,C0304
ACC02453,26844721521502,Savings,Pioneer Urban Bank,P04249,,HUBK0712663,Active,C0304
ACC02454,83223132562,Current,Harbor Union Bank,P04251,,HUBK0303896,Active,C0304
ACC02455,8241853466898796,Savings,Summit Cooperative Bank,P04252,,HUBK0659108,Active,C0304
ACC02456,39595667407,Current,Riverview Commercial Bank,P04253,,HUBK0035544,Active,C0304
ACC02457,893375327791891,Savings,Summit Cooperative Bank,P04258,,HUBK0132442,Active,C0304
ACC02458,89851121649818,Current,Cedar National Bank,P04259,,HUBK0075676,Active,C0304
ACC02459,8483313101951089,Savings,Riverview Commercial Bank,P04263,,HUBK0573205,Active,C0305
ACC02460,3897023332499,Savings,Harbor Union Bank,P04266,,HUBK0657105,Active,C0305
ACC02461,844048235735427,Current,Pioneer Urban Bank,P04268,,HUBK0471791,Active,C0305
ACC02462,68919693544125,Savings,Pioneer Urban Bank,,O0173,HUBK0512114,Active,C0305
ACC02463,6315386009272033,Current,Pioneer Urban Bank,P04273,,HUBK0121924,Active,C0306
ACC02464,1643585489201,Current,Pioneer Urban Bank,P04275,,HUBK0523369,Active,C0306
ACC02465,3705639141967,Current,Pioneer Urban Bank,P04277,,HUBK0518428,Active,C0307
ACC02466,5489313822817,Savings,Cedar National Bank,P04283,,HUBK0606530,Active,C0307
ACC02467,8908004487647650,Current,Pioneer Urban Bank,,O0175,HUBK0880114,Active,C0307
ACC02468,58178505844904,Current,Evergreen Finance Bank,P04287,,HUBK0059642,Active,C0308
ACC02469,883162123109943,Current,Cedar National Bank,P04288,,HUBK0107092,Active,C0308
ACC02470,33431851877403,Current,Summit Cooperative Bank,P04289,,HUBK0377723,Active,C0308
ACC02471,4687840510825,Savings,Harbor Union Bank,P04290,,HUBK0475415,Active,C0308
ACC02472,775741854274,Current,Harbor Union Bank,P04292,,HUBK0970167,Active,C0309
ACC02473,3749704413100,Savings,Evergreen Finance Bank,P04294,,HUBK0885077,Active,C0309
ACC02474,41647577621271,Current,Evergreen Finance Bank,P04295,,HUBK0685886,Active,C0309
ACC02475,780995673837502,Savings,Cedar National Bank,,O0177,HUBK0772433,Active,C0309
ACC02476,311654596224,Current,Riverview Commercial Bank,P02274,,HUBK0702139,Active,C0310
ACC02477,254860897300,Savings,Harbor Union Bank,P04298,,HUBK0994153,Active,C0310
ACC02478,7471870116269,Current,Pioneer Urban Bank,P04300,,HUBK0021226,Active,C0310
ACC02479,99667749891115,Savings,Riverview Commercial Bank,P04302,,HUBK0093417,Active,C0310
ACC02480,4447066976229,Current,Harbor Union Bank,P04303,,HUBK0975586,Active,C0310
ACC02481,21197422172745,Current,Cedar National Bank,P04306,,HUBK0328169,Active,C0310
ACC02482,182600209348,Savings,Cedar National Bank,P04313,,HUBK0569425,Active,C0311
ACC02483,393991721295,Savings,Summit Cooperative Bank,P04315,,HUBK0199016,Active,C0312
ACC02484,3914502745204454,Savings,Pioneer Urban Bank,P04317,,HUBK0588506,Active,C0312
ACC02485,582630813461265,Current,Summit Cooperative Bank,P04319,,HUBK0491970,Active,C0312
ACC02486,186242758289,Current,Riverview Commercial Bank,P04320,,HUBK0191378,Active,C0312
ACC02487,19053894232527,Current,Riverview Commercial Bank,P04322,,HUBK0792419,Active,C0312
ACC02488,1249311098799,Current,Evergreen Finance Bank,P04323,,HUBK0537535,Active,C0312
ACC02489,144782145145,Savings,Riverview Commercial Bank,P00677,,HUBK0914914,Inactive,C0313
ACC02490,189019292353430,Savings,Evergreen Finance Bank,P02316,,HUBK0925589,Active,C0313
ACC02491,25240772163321,Current,Pioneer Urban Bank,P04325,,HUBK0891041,Active,C0313
ACC02492,985453588752360,Current,Evergreen Finance Bank,P04327,,HUBK0864308,Active,C0313
ACC02493,3430037338291,Savings,Pioneer Urban Bank,P04331,,HUBK0649442,Active,C0313
ACC02494,8866316389078002,Savings,Summit Cooperative Bank,P04332,,HUBK0663624,Active,C0313
ACC02495,2745484817592,Current,Pioneer Urban Bank,P04333,,HUBK0795499,Active,C0313
ACC02496,3360235995294717,Current,Pioneer Urban Bank,P04334,,HUBK0466580,Active,C0313
ACC02497,6161937027704,Current,Pioneer Urban Bank,P04335,,HUBK0019657,Active,C0313
ACC02498,485393525619,Savings,Evergreen Finance Bank,P04336,,HUBK0587852,Active,C0313
ACC02499,1428242441171567,Savings,Evergreen Finance Bank,P04338,,HUBK0811831,Active,C0313
ACC02500,5846029219995779,Current,Summit Cooperative Bank,,O0178,HUBK0241391,Active,C0313
ACC02501,24032026580706,Current,Evergreen Finance Bank,P04343,,HUBK0709456,Active,C0315
ACC02502,784358801141,Savings,Pioneer Urban Bank,P04344,,HUBK0915528,Active,C0315
ACC02503,262093719675215,Savings,Cedar National Bank,P04345,,HUBK0380706,Active,C0316
ACC02504,8950364015079,Savings,Evergreen Finance Bank,P04346,,HUBK0275959,Active,C0316
ACC02505,680044044362,Savings,Summit Cooperative Bank,P04347,,HUBK0973952,Active,C0316
ACC02506,5022368596129,Current,Harbor Union Bank,P04349,,HUBK0362923,Active,C0316
ACC02507,433849700910306,Savings,Pioneer Urban Bank,P04351,,HUBK0846879,Active,C0316
ACC02508,1135747692156633,Current,Cedar National Bank,P04352,,HUBK0319161,Active,C0316
ACC02509,130480480315563,Savings,Cedar National Bank,P04354,,HUBK0005714,Inactive,C0316
ACC02510,1984715231213,Current,Pioneer Urban Bank,P04355,,HUBK0622125,Active,C0316
ACC02511,44283370521145,Current,Summit Cooperative Bank,P04358,,HUBK0457649,Active,C0316
ACC02512,9534469958327,Current,Summit Cooperative Bank,P04359,,HUBK0694055,Active,C0316
ACC02513,99417722245024,Current,Summit Cooperative Bank,P04364,,HUBK0973642,Active,C0316
ACC02514,79940034974668,Savings,Riverview Commercial Bank,P04365,,HUBK0328462,Active,C0316
ACC02515,1466416807999,Savings,Cedar National Bank,P04369,,HUBK0976063,Active,C0316
ACC02516,5916666879565455,Savings,Riverview Commercial Bank,P04370,,HUBK0985782,Inactive,C0316
ACC02517,56944642405264,Savings,Riverview Commercial Bank,P04371,,HUBK0061300,Active,C0316
ACC02518,82384933479577,Current,Harbor Union Bank,P04374,,HUBK0366540,Active,C0316
ACC02519,428020187814,Current,Harbor Union Bank,P04378,,HUBK0677439,Active,C0317
ACC02520,468959134927862,Savings,Pioneer Urban Bank,P04380,,HUBK0068485,Active,C0317
ACC02521,44166002443738,Current,Riverview Commercial Bank,P04381,,HUBK0866736,Active,C0317
ACC02522,30034900340,Savings,Summit Cooperative Bank,P04383,,HUBK0021943,Active,C0317
ACC02523,197096698883904,Current,Evergreen Finance Bank,P04384,,HUBK0021593,Active,C0317
ACC02524,82785659555039,Savings,Summit Cooperative Bank,P04385,,HUBK0539729,Active,C0317
ACC02525,91518176595758,Current,Evergreen Finance Bank,P04386,,HUBK0485507,Active,C0317
ACC02526,820728938871,Current,Harbor Union Bank,P04392,,HUBK0963404,Active,C0317
ACC02527,913255432199522,Current,Riverview Commercial Bank,P04395,,HUBK0971517,Inactive,C0317
ACC02528,2231865822486,Current,Pioneer Urban Bank,P04396,,HUBK0638625,Active,C0317
ACC02529,79073806683181,Savings,Evergreen Finance Bank,P04397,,HUBK0236614,Active,C0317
ACC02530,358726974781147,Current,Harbor Union Bank,P04398,,HUBK0535952,Active,C0317
ACC02531,7923922328730827,Savings,Pioneer Urban Bank,P04399,,HUBK0393770,Active,C0317
ACC02532,4567271102748388,Current,Pioneer Urban Bank,P04400,,HUBK0493817,Active,C0317
ACC02533,817667418905002,Savings,Cedar National Bank,P04401,,HUBK0215281,Active,C0317
ACC02534,973094064426,Current,Cedar National Bank,P04402,,HUBK0688006,Active,C0317
ACC02535,150195216602,Savings,Pioneer Urban Bank,P04404,,HUBK0950093,Active,C0317
ACC02536,648037938599499,Current,Harbor Union Bank,P04406,,HUBK0078746,Inactive,C0317
ACC02537,7164187435677115,Savings,Pioneer Urban Bank,P04407,,HUBK0211674,Active,C0317
ACC02538,9812477646923,Current,Pioneer Urban Bank,P04409,,HUBK0831209,Active,C0317
ACC02539,6153401520423257,Current,Cedar National Bank,P04410,,HUBK0166176,Active,C0317
ACC02540,6065802816179,Current,Harbor Union Bank,P04411,,HUBK0957443,Inactive,C0317
ACC02541,927038681570,Current,Cedar National Bank,P04412,,HUBK0643038,Active,C0317
ACC02542,41889970476843,Current,Riverview Commercial Bank,P04413,,HUBK0916941,Active,C0317
ACC02543,3178749427597,Current,Cedar National Bank,P04414,,HUBK0557060,Active,C0317
ACC02544,9070398269313040,Current,Summit Cooperative Bank,P04417,,HUBK0197088,Active,C0317
ACC02545,7130875703303785,Current,Harbor Union Bank,P04418,,HUBK0063436,Active,C0317
ACC02546,402002528778354,Savings,Harbor Union Bank,P04420,,HUBK0762924,Active,C0317
ACC02547,6672862740249,Current,Cedar National Bank,P04425,,HUBK0549347,Active,C0317
ACC02548,9009068354846139,Current,Pioneer Urban Bank,P04426,,HUBK0042143,Active,C0317
ACC02549,35266247344584,Current,Riverview Commercial Bank,P04427,,HUBK0641923,Active,C0317
ACC02550,932947132415,Savings,Pioneer Urban Bank,P04428,,HUBK0138745,Active,C0317
ACC02551,6214716007834,Current,Riverview Commercial Bank,P04432,,HUBK0683577,Inactive,C0317
ACC02552,56788131038072,Savings,Evergreen Finance Bank,P04433,,HUBK0078153,Active,C0317
ACC02553,914768389598,Savings,Cedar National Bank,,O0180,HUBK0928384,Active,C0317
ACC02554,1124468369435992,Savings,Evergreen Finance Bank,P04436,,HUBK0631304,Active,C0318
ACC02555,54583653134767,Current,Pioneer Urban Bank,P04441,,HUBK0220799,Active,C0319
ACC02556,696391874257,Savings,Harbor Union Bank,P04442,,HUBK0290049,Active,C0319
ACC02557,262989569147,Savings,Evergreen Finance Bank,P04443,,HUBK0498133,Active,C0319
ACC02558,82111402657,Current,Harbor Union Bank,P04444,,HUBK0181039,Active,C0319
ACC02559,2219043168277,Savings,Summit Cooperative Bank,P04445,,HUBK0966234,Active,C0319
ACC02560,154354281638313,Savings,Pioneer Urban Bank,P04447,,HUBK0256308,Active,C0319
ACC02561,513450495734,Current,Evergreen Finance Bank,P04449,,HUBK0109446,Inactive,C0319
ACC02562,711516503233,Current,Riverview Commercial Bank,P04451,,HUBK0223629,Inactive,C0319
ACC02563,805338398657037,Current,Pioneer Urban Bank,P04453,,HUBK0401710,Active,C0319
ACC02564,223595386941,Savings,Evergreen Finance Bank,P04454,,HUBK0622419,Active,C0319
ACC02565,169258970495,Savings,Riverview Commercial Bank,P04456,,HUBK0782777,Active,C0319
ACC02566,1438041193925,Savings,Evergreen Finance Bank,P04458,,HUBK0909608,Active,C0319
ACC02567,845157466132,Savings,Evergreen Finance Bank,P04459,,HUBK0419167,Active,C0319
ACC02568,8872408727173355,Current,Summit Cooperative Bank,P04461,,HUBK0760306,Active,C0319
ACC02569,607622799454167,Savings,Evergreen Finance Bank,P04462,,HUBK0339692,Active,C0319
ACC02570,82493665088515,Current,Summit Cooperative Bank,P04464,,HUBK0447427,Active,C0319
ACC02571,213350532439477,Current,Summit Cooperative Bank,P04465,,HUBK0943912,Active,C0319
ACC02572,2862782153439514,Savings,Riverview Commercial Bank,P04466,,HUBK0222153,Active,C0319
ACC02573,88398692858802,Current,Harbor Union Bank,P04470,,HUBK0687073,Active,C0320
ACC02574,542502669422,Savings,Riverview Commercial Bank,P04471,,HUBK0566178,Active,C0320
ACC02575,174201571681,Savings,Pioneer Urban Bank,P04475,,HUBK0471107,Active,C0320
ACC02576,36799724295,Current,Cedar National Bank,P04476,,HUBK0409049,Active,C0320
ACC02577,6249756070109319,Savings,Evergreen Finance Bank,P04478,,HUBK0416542,Active,C0320
ACC02578,223005663832,Current,Cedar National Bank,P04481,,HUBK0147277,Active,C0320
ACC02579,7196644588424971,Savings,Riverview Commercial Bank,P04482,,HUBK0068701,Active,C0320
ACC02580,28664689117852,Savings,Pioneer Urban Bank,P04483,,HUBK0937936,Active,C0320
ACC02581,79549407402381,Savings,Pioneer Urban Bank,P04487,,HUBK0636409,Active,C0320
ACC02582,96601140157350,Current,Evergreen Finance Bank,P04488,,HUBK0087600,Active,C0320
ACC02583,89438360656052,Current,Cedar National Bank,P04489,,HUBK0126750,Active,C0320
ACC02584,50183549606092,Current,Pioneer Urban Bank,P04490,,HUBK0607467,Active,C0320
ACC02585,346024956505066,Savings,Cedar National Bank,P04495,,HUBK0390659,Active,C0320
ACC02586,2910914848195,Current,Riverview Commercial Bank,P04496,,HUBK0688980,Inactive,C0320
ACC02587,5882633878937331,Savings,Summit Cooperative Bank,P04498,,HUBK0132693,Inactive,C0320
ACC02588,2369865521917220,Current,Pioneer Urban Bank,P04499,,HUBK0554960,Active,C0320
ACC02589,118378662964,Current,Summit Cooperative Bank,P04500,,HUBK0041707,Active,C0320
ACC02590,734179829627,Current,Pioneer Urban Bank,P04501,,HUBK0488362,Active,C0320
ACC02591,2934603934179,Current,Riverview Commercial Bank,P04502,,HUBK0251161,Active,C0320
ACC02592,347997529732,Savings,Riverview Commercial Bank,P04506,,HUBK0660688,Active,C0320
ACC02593,695614479321,Savings,Riverview Commercial Bank,P04507,,HUBK0130710,Active,C0320
ACC02594,42636074400444,Savings,Pioneer Urban Bank,P04508,,HUBK0790210,Active,C0320
ACC02595,68345718528065,Current,Pioneer Urban Bank,P04511,,HUBK0437472,Active,C0320
ACC02596,569127941521026,Savings,Cedar National Bank,P04512,,HUBK0166274,Active,C0320
ACC02597,9633294503235,Savings,Evergreen Finance Bank,P04513,,HUBK0147969,Active,C0320
ACC02598,6533155086569,Savings,Riverview Commercial Bank,P04514,,HUBK0519960,Inactive,C0320
ACC02599,136302956067,Current,Harbor Union Bank,P04515,,HUBK0410316,Active,C0320
ACC02600,3380225563409962,Savings,Summit Cooperative Bank,P04518,,HUBK0781192,Active,C0320
ACC02601,250155868839691,Current,Riverview Commercial Bank,P04522,,HUBK0080204,Active,C0320
ACC02602,852412971902597,Current,Riverview Commercial Bank,P04524,,HUBK0478728,Active,C0320
ACC02603,5555989999037,Savings,Pioneer Urban Bank,P01149,,HUBK0344664,Active,C0321
ACC02604,6686164023401375,Current,Pioneer Urban Bank,P04525,,HUBK0463552,Active,C0321
ACC02605,463762431613,Current,Summit Cooperative Bank,P04527,,HUBK0673605,Active,C0321
ACC02606,953295385291002,Savings,Cedar National Bank,P04532,,HUBK0500218,Active,C0321
ACC02607,8382475122867,Current,Harbor Union Bank,P01816,,HUBK0427713,Active,C0322
ACC02608,39653393799400,Current,Summit Cooperative Bank,P04536,,HUBK0444094,Active,C0322
ACC02609,358028783282,Savings,Summit Cooperative Bank,P04537,,HUBK0166216,Inactive,C0322
ACC02610,1696082796371410,Savings,Summit Cooperative Bank,P04538,,HUBK0846802,Active,C0322
ACC02611,834512347897,Current,Cedar National Bank,,O0182,HUBK0464170,Active,C0322
ACC02612,428537784181674,Current,Pioneer Urban Bank,P04540,,HUBK0974968,Active,C0323
ACC02613,8557471590884,Current,Evergreen Finance Bank,P04541,,HUBK0782800,Active,C0323
ACC02614,635451591777511,Current,Evergreen Finance Bank,P04543,,HUBK0265270,Active,C0323
ACC02615,8437100873411,Savings,Evergreen Finance Bank,P04544,,HUBK0912933,Active,C0323
ACC02616,1572500482524,Current,Harbor Union Bank,P04548,,HUBK0678861,Active,C0324
ACC02617,25574436284320,Current,Cedar National Bank,P04549,,HUBK0271609,Active,C0324
ACC02618,75583633155617,Current,Summit Cooperative Bank,P04553,,HUBK0098862,Active,C0324
ACC02619,45171942574623,Current,Harbor Union Bank,P04554,,HUBK0511638,Active,C0324
ACC02620,110816801047,Savings,Pioneer Urban Bank,P04555,,HUBK0236907,Active,C0324
ACC02621,9662797999561937,Current,Riverview Commercial Bank,P04556,,HUBK0491077,Active,C0324
ACC02622,878900950755,Savings,Evergreen Finance Bank,P04557,,HUBK0532654,Active,C0324
ACC02623,6290506990153673,Savings,Evergreen Finance Bank,P04558,,HUBK0625424,Active,C0324
ACC02624,860117308411708,Savings,Harbor Union Bank,,O0183,HUBK0941057,Active,C0324
ACC02625,825864304703474,Current,Cedar National Bank,P04560,,HUBK0757143,Active,C0325
ACC02626,7542709937649,Current,Riverview Commercial Bank,P04564,,HUBK0243536,Active,C0325
ACC02627,732856509945,Current,Pioneer Urban Bank,P04565,,HUBK0795803,Active,C0325
ACC02628,998353425021,Current,Harbor Union Bank,P04566,,HUBK0482926,Active,C0325
ACC02629,282580506426,Current,Cedar National Bank,P04567,,HUBK0723404,Active,C0325
ACC02630,7848411088304,Savings,Cedar National Bank,P04568,,HUBK0045373,Active,C0325
ACC02631,308532570828,Current,Riverview Commercial Bank,P04569,,HUBK0695063,Active,C0325
ACC02632,8959980123196673,Savings,Harbor Union Bank,P04570,,HUBK0216765,Active,C0325
ACC02633,856591584525,Current,Evergreen Finance Bank,P04572,,HUBK0160312,Active,C0325
ACC02634,3956982485923811,Savings,Evergreen Finance Bank,P04573,,HUBK0645370,Active,C0325
ACC02635,161587363676053,Savings,Evergreen Finance Bank,P04575,,HUBK0362475,Active,C0325
ACC02636,484366112898416,Current,Harbor Union Bank,P04576,,HUBK0280663,Active,C0325
ACC02637,69964964042046,Savings,Riverview Commercial Bank,P04577,,HUBK0744167,Active,C0325
ACC02638,7878334537186,Savings,Pioneer Urban Bank,P04578,,HUBK0778633,Active,C0325
ACC02639,1284425615818,Current,Harbor Union Bank,P04579,,HUBK0618814,Active,C0325
ACC02640,1078043187384,Current,Riverview Commercial Bank,P04582,,HUBK0370206,Active,C0325
ACC02641,458546976409475,Current,Harbor Union Bank,P04583,,HUBK0859225,Active,C0325
ACC02642,3111076154324,Savings,Riverview Commercial Bank,P04187,,HUBK0553171,Active,C0326
ACC02643,77263149266509,Savings,Pioneer Urban Bank,P04585,,HUBK0759303,Active,C0326
ACC02644,8236258983572810,Savings,Cedar National Bank,P04586,,HUBK0433836,Active,C0326
ACC02645,622308223729,Savings,Harbor Union Bank,P04587,,HUBK0509753,Inactive,C0326
ACC02646,5177338459241,Savings,Summit Cooperative Bank,P04589,,HUBK0694883,Inactive,C0327
ACC02647,158444766512136,Savings,Cedar National Bank,P04590,,HUBK0046187,Active,C0327
ACC02648,8582569356264,Savings,Riverview Commercial Bank,,O0185,HUBK0973211,Active,C0327
ACC02649,514231781286799,Current,Evergreen Finance Bank,P04594,,HUBK0367498,Active,C0328
ACC02650,2745511322776492,Savings,Pioneer Urban Bank,P04595,,HUBK0475548,Active,C0328
ACC02651,559296268519679,Savings,Riverview Commercial Bank,P04596,,HUBK0252937,Active,C0328
ACC02652,628446499298663,Savings,Riverview Commercial Bank,P04597,,HUBK0430146,Active,C0328
ACC02653,67148960668,Savings,Riverview Commercial Bank,P04599,,HUBK0476155,Active,C0328
ACC02654,61650107702636,Current,Riverview Commercial Bank,P04600,,HUBK0628411,Active,C0328
ACC02655,7501594599523,Current,Pioneer Urban Bank,P04602,,HUBK0374661,Active,C0328
ACC02656,60489454825098,Savings,Evergreen Finance Bank,P04603,,HUBK0915750,Active,C0328
ACC02657,573233256571704,Savings,Summit Cooperative Bank,P04607,,HUBK0005767,Active,C0328
ACC02658,9668345872375,Savings,Pioneer Urban Bank,P04610,,HUBK0476874,Active,C0328
ACC02659,1147892226656,Savings,Summit Cooperative Bank,P04611,,HUBK0296168,Active,C0328
ACC02660,6713026359080348,Current,Harbor Union Bank,P04612,,HUBK0818391,Active,C0328
ACC02661,2341906715406330,Current,Cedar National Bank,P04615,,HUBK0135218,Active,C0328
ACC02662,8337127396108830,Savings,Harbor Union Bank,P04619,,HUBK0723670,Active,C0328
ACC02663,651239504224,Current,Riverview Commercial Bank,P04621,,HUBK0682346,Active,C0328
ACC02664,881684266284134,Savings,Evergreen Finance Bank,P04622,,HUBK0941737,Active,C0328
ACC02665,963372361619665,Savings,Evergreen Finance Bank,P04624,,HUBK0740059,Active,C0328
ACC02666,304404116249265,Savings,Cedar National Bank,P04627,,HUBK0485776,Active,C0328
ACC02667,973236647621203,Savings,Pioneer Urban Bank,P04628,,HUBK0422188,Active,C0328
ACC02668,963869597309,Savings,Evergreen Finance Bank,P04629,,HUBK0314501,Inactive,C0328
ACC02669,6325811092812338,Current,Summit Cooperative Bank,P04630,,HUBK0825180,Active,C0328
ACC02670,48047437211684,Savings,Cedar National Bank,P04631,,HUBK0110331,Active,C0328
ACC02671,144843111106,Savings,Summit Cooperative Bank,P04633,,HUBK0349511,Active,C0328
ACC02672,3555778503851,Savings,Pioneer Urban Bank,P04634,,HUBK0509199,Active,C0328
ACC02673,476313440181,Current,Evergreen Finance Bank,P04636,,HUBK0088893,Active,C0328
ACC02674,6576178431448631,Current,Summit Cooperative Bank,P04637,,HUBK0574977,Active,C0328
ACC02675,4422001662327,Savings,Harbor Union Bank,P04639,,HUBK0276793,Active,C0329
ACC02676,206780559841919,Current,Harbor Union Bank,,O0186,HUBK0550265,Inactive,C0329
ACC02677,2210427117660581,Current,Riverview Commercial Bank,P04643,,HUBK0568171,Active,C0330
ACC02678,625139346756,Savings,Evergreen Finance Bank,P04644,,HUBK0816328,Active,C0330
ACC02679,6037248212279693,Current,Riverview Commercial Bank,P04645,,HUBK0474421,Active,C0331
ACC02680,938226462710234,Current,Riverview Commercial Bank,P04646,,HUBK0148395,Active,C0331
ACC02681,4377966436826717,Current,Riverview Commercial Bank,P04647,,HUBK0492191,Active,C0331
ACC02682,2138624798785,Savings,Riverview Commercial Bank,P04650,,HUBK0475118,Active,C0332
ACC02683,793963429613,Savings,Pioneer Urban Bank,P04651,,HUBK0212291,Active,C0332
ACC02684,43194007246765,Current,Summit Cooperative Bank,P04652,,HUBK0630181,Active,C0332
ACC02685,37542391854054,Current,Harbor Union Bank,P04654,,HUBK0615697,Active,C0332
ACC02686,7455818970674375,Savings,Summit Cooperative Bank,P04656,,HUBK0994996,Active,C0332
ACC02687,961336878548869,Current,Cedar National Bank,P04660,,HUBK0867452,Active,C0332
ACC02688,9711071350525814,Current,Evergreen Finance Bank,P04661,,HUBK0302438,Active,C0332
ACC02689,89248192659010,Current,Summit Cooperative Bank,P04662,,HUBK0407421,Active,C0332
ACC02690,5461243223995,Savings,Evergreen Finance Bank,P04663,,HUBK0764613,Active,C0332
ACC02691,900497977239,Savings,Pioneer Urban Bank,P04664,,HUBK0654463,Active,C0332
ACC02692,189337793912504,Savings,Cedar National Bank,P04665,,HUBK0878823,Active,C0332
ACC02693,537349253283,Current,Summit Cooperative Bank,P04666,,HUBK0986916,Inactive,C0332
ACC02694,86742443079011,Savings,Harbor Union Bank,P04670,,HUBK0385940,Active,C0332
ACC02695,65446790178001,Current,Evergreen Finance Bank,P04671,,HUBK0515292,Active,C0332
ACC02696,8235566535725006,Savings,Harbor Union Bank,P04674,,HUBK0128770,Active,C0332
ACC02697,1720111137277092,Current,Evergreen Finance Bank,P04675,,HUBK0637625,Active,C0332
ACC02698,471795053624635,Current,Harbor Union Bank,P04678,,HUBK0726079,Inactive,C0333
ACC02699,120894748875064,Current,Harbor Union Bank,P04679,,HUBK0115749,Active,C0333
ACC02700,5492334187617023,Current,Cedar National Bank,,O0189,HUBK0087027,Active,C0333
ACC02701,44700780392176,Savings,Pioneer Urban Bank,P03349,,HUBK0173253,Active,C0334
ACC02702,886109121120,Savings,Pioneer Urban Bank,P04680,,HUBK0314814,Active,C0334
ACC02703,827176300365,Savings,Evergreen Finance Bank,P01160,,HUBK0430011,Inactive,C0335
ACC02704,552734781091329,Savings,Pioneer Urban Bank,P04684,,HUBK0057217,Active,C0335
ACC02705,2821677810240095,Savings,Evergreen Finance Bank,P04686,,HUBK0361498,Active,C0335
ACC02706,115769319508760,Savings,Cedar National Bank,P04688,,HUBK0671129,Inactive,C0335
ACC02707,3095424663639,Savings,Riverview Commercial Bank,P04689,,HUBK0701082,Active,C0335
ACC02708,166891108546986,Savings,Riverview Commercial Bank,P04690,,HUBK0650015,Active,C0335
ACC02709,390149838230302,Savings,Evergreen Finance Bank,,O0190,HUBK0496825,Active,C0335
ACC02710,451875184567,Savings,Pioneer Urban Bank,P04692,,HUBK0816062,Inactive,C0336
ACC02711,4877788064582,Savings,Summit Cooperative Bank,P04696,,HUBK0080151,Active,C0337
ACC02712,626411234735675,Current,Cedar National Bank,P04697,,HUBK0820872,Active,C0337
ACC02713,55975897676774,Savings,Pioneer Urban Bank,P04698,,HUBK0680573,Active,C0337
ACC02714,70437401998445,Savings,Riverview Commercial Bank,P04703,,HUBK0382812,Active,C0337
ACC02715,299199248591749,Current,Summit Cooperative Bank,P04704,,HUBK0742560,Active,C0337
ACC02716,55930981286872,Savings,Pioneer Urban Bank,P04705,,HUBK0155872,Active,C0337
ACC02717,70480162383261,Savings,Pioneer Urban Bank,P04707,,HUBK0883273,Active,C0337
ACC02718,484961065050,Savings,Cedar National Bank,P04708,,HUBK0726255,Active,C0337
ACC02719,235657803960,Current,Riverview Commercial Bank,P04709,,HUBK0651583,Active,C0337
ACC02720,321062257581,Current,Riverview Commercial Bank,P04712,,HUBK0158448,Inactive,C0337
ACC02721,545016528345294,Savings,Pioneer Urban Bank,P04713,,HUBK0699316,Active,C0337
ACC02722,357152566395074,Current,Riverview Commercial Bank,P04714,,HUBK0776504,Active,C0337
ACC02723,8962518759774,Savings,Harbor Union Bank,P04715,,HUBK0775623,Active,C0337
ACC02724,422778196495,Savings,Harbor Union Bank,P04717,,HUBK0570370,Active,C0337
