event_id,event_type,title,timestamp,location_id,case_id,description,evidence_id
EV02156,Crime,Crime involving Anushka Sethi,2025-08-23T08:18:08,L0102,C0253,Crime activity observed in connection with logistics fraud investigation CASE-2026-0253.,nan
EV02157,Call,Call involving Sameer Das,2025-08-17T15:52:54,L0042,C0253,Call activity observed in connection with logistics fraud investigation CASE-2026-0253.,E08098
EV02158,Delivery,Delivery involving Sameer Das,2025-08-17T20:31:18,L0102,C0253,Delivery activity observed in connection with logistics fraud investigation CASE-2026-0253.,E08099
EV02159,Cyber Activity,Cyber Activity involving Kavya Singh,2025-08-15T08:34:44,L0042,C0253,Cyber Activity activity observed in connection with logistics fraud investigation CASE-2026-0253.,nan
EV02160,Arrest,Arrest involving Tara Shetty,2025-08-27T21:53:34,L0563,C0253,Arrest activity observed in connection with logistics fraud investigation CASE-2026-0253.,nan
EV02161,Delivery,Delivery involving Rhea Singh,2025-08-30T10:40:05,L0086,C0253,Delivery activity observed in connection with logistics fraud investigation CASE-2026-0253.,nan
EV02162,Evidence Collection,Evidence Collection involving Mahi Reddy,2025-08-25T20:34:53,L0141,C0253,Evidence Collection activity observed in connection with logistics fraud investigation CASE-2026-0253.,E08100
EV02163,Surveillance,Surveillance involving Mahi Ghosh,2025-08-17T16:31:24,L0563,C0253,Surveillance activity observed in connection with logistics fraud investigation CASE-2026-0253.,E08101
EV02164,Meeting,Meeting involving Ishaan Joshi,2025-02-28T22:26:55,L0106,C0254,Meeting activity observed in connection with property fraud investigation CASE-2026-0254.,E08107
EV02165,Interview,Interview involving Aditi Kapoor,2025-05-22T09:13:45,L0215,C0254,Interview activity observed in connection with property fraud investigation CASE-2026-0254.,nan
EV02166,Call,Call involving Arnav Thakur,2025-12-13T17:46:07,L0207,C0254,Call activity observed in connection with property fraud investigation CASE-2026-0254.,E08108
EV02167,Arrest,Arrest involving Arnav Singh,2025-05-01T06:52:36,L0215,C0254,Arrest activity observed in connection with property fraud investigation CASE-2026-0254.,E08109
EV02168,Call,Call involving Tara Das,2025-06-10T23:16:07,L0207,C0254,Call activity observed in connection with property fraud investigation CASE-2026-0254.,nan
EV02169,Financial Activity,Financial Activity involving Pranav Chavan,2025-01-21T05:56:24,L0106,C0254,Financial Activity activity observed in connection with property fraud investigation CASE-2026-0254.,E08110
EV02170,Call,Call involving Kavya Sethi,2025-02-26T22:57:14,L0106,C0254,Call activity observed in connection with property fraud investigation CASE-2026-0254.,nan
EV02171,Call,Call involving Karan Kapoor,2025-05-13T06:50:13,L0463,C0254,Call activity observed in connection with property fraud investigation CASE-2026-0254.,nan
EV02172,Observation,Observation involving Varun Mehta,2025-07-11T04:09:58,L0589,C0255,Observation activity observed in connection with major cybercrime investigation CASE-2026-0255.,E08127
EV02173,Financial Activity,Financial Activity involving Mohit Singh,2025-07-19T17:10:07,L0338,C0255,Financial Activity activity observed in connection with major cybercrime investigation CASE-2026-0255.,E08128
EV02174,Financial Activity,Financial Activity involving Aditya Mishra,2025-07-27T21:45:13,L0589,C0255,Financial Activity activity observed in connection with major cybercrime investigation CASE-2026-0255.,nan
EV02175,Delivery,Delivery involving Vivek Khan,2025-06-05T11:31:46,L0032,C0255,Delivery activity observed in connection with major cybercrime investigation CASE-2026-0255.,nan
EV02176,Vehicle Movement,Vehicle Movement involving Mahi Bansal,2025-07-10T07:32:46,L0338,C0255,Vehicle Movement activity observed in connection with major cybercrime investigation CASE-2026-0255.,nan
EV02177,Transaction,Transaction involving Varun Mehta,2025-06-13T21:25:17,L0234,C0255,Transaction activity observed in connection with major cybercrime investigation CASE-2026-0255.,nan
EV02178,Financial Activity,Financial Activity involving Zoya Bansal,2025-03-10T19:17:36,L0589,C0255,Financial Activity activity observed in connection with major cybercrime investigation CASE-2026-0255.,nan
EV02179,Arrest,Arrest involving Manav Nair,2025-05-18T08:21:42,L0234,C0255,Arrest activity observed in connection with major cybercrime investigation CASE-2026-0255.,nan
EV02180,Call,Call involving Dhruv Bhat,2025-03-28T21:17:36,L0338,C0255,Call activity observed in connection with major cybercrime investigation CASE-2026-0255.,nan
EV02181,Interview,Interview involving Yash Thakur,2025-08-30T11:13:05,L0589,C0255,Interview activity observed in connection with major cybercrime investigation CASE-2026-0255.,E08129
EV02182,Call,Call involving Mahi Bansal,2025-07-26T08:14:22,L0589,C0255,Call activity observed in connection with major cybercrime investigation CASE-2026-0255.,nan
EV02183,Delivery,Delivery involving Manav Nair,2025-08-10T05:02:20,L0153,C0255,Delivery activity observed in connection with major cybercrime investigation CASE-2026-0255.,nan
EV02184,Transaction,Transaction involving Kunal Singh,2025-04-01T14:59:29,L0234,C0255,Transaction activity observed in connection with major cybercrime investigation CASE-2026-0255.,nan
EV02185,Arrest,Arrest involving Aditya Mishra,2025-03-04T21:24:06,L0032,C0255,Arrest activity observed in connection with major cybercrime investigation CASE-2026-0255.,nan
EV02186,Call,Call involving Nikhil Reddy,2025-06-19T22:39:44,L0522,C0256,Call activity observed in connection with unauthorized access investigation CASE-2026-0256.,nan
EV02187,Cyber Activity,Cyber Activity involving Harsh Shetty,2025-06-21T23:01:26,L0467,C0256,Cyber Activity activity observed in connection with unauthorized access investigation CASE-2026-0256.,nan
EV02188,Evidence Collection,Evidence Collection involving Avni Chavan,2025-06-22T18:40:48,L0522,C0256,Evidence Collection activity observed in connection with unauthorized access investigation CASE-2026-0256.,nan
EV02189,Financial Activity,Financial Activity involving Yamini Kulkarni,2025-02-28T22:57:24,L0161,C0257,Financial Activity activity observed in connection with logistics fraud investigation CASE-2026-0257.,E08142
EV02190,Crime,Crime involving Nikhil Ghosh,2025-04-22T20:02:11,L0161,C0257,Crime activity observed in connection with logistics fraud investigation CASE-2026-0257.,nan
EV02191,Surveillance,Surveillance involving Yamini Kulkarni,2025-10-06T16:40:06,L0031,C0257,Surveillance activity observed in connection with logistics fraud investigation CASE-2026-0257.,nan
EV02192,Transaction,Transaction involving Naveen Malhotra,2025-08-27T11:49:27,L0031,C0257,Transaction activity observed in connection with logistics fraud investigation CASE-2026-0257.,nan
EV02193,Vehicle Movement,Vehicle Movement involving Yamini Kulkarni,2025-03-29T17:19:55,L0233,C0257,Vehicle Movement activity observed in connection with logistics fraud investigation CASE-2026-0257.,nan
EV02194,Vehicle Movement,Vehicle Movement involving Ananya Reddy,2025-02-15T05:24:13,L0233,C0257,Vehicle Movement activity observed in connection with logistics fraud investigation CASE-2026-0257.,nan
EV02195,Call,Call involving Raj Saxena,2025-07-31T02:55:25,L0311,C0257,Call activity observed in connection with logistics fraud investigation CASE-2026-0257.,nan
EV02196,Meeting,Meeting involving Kavya Menon,2025-09-13T21:40:10,L0311,C0257,Meeting activity observed in connection with logistics fraud investigation CASE-2026-0257.,E08143
EV02197,Crime,Crime involving Ananya Reddy,2025-10-15T18:33:51,L0161,C0257,Crime activity observed in connection with logistics fraud investigation CASE-2026-0257.,nan
EV02198,Delivery,Delivery involving Nikhil Ghosh,2025-08-05T02:23:09,L0161,C0257,Delivery activity observed in connection with logistics fraud investigation CASE-2026-0257.,nan
EV02199,Call,Call involving Raj Saxena,2025-08-25T02:54:48,L0233,C0257,Call activity observed in connection with logistics fraud investigation CASE-2026-0257.,nan
EV02200,Delivery,Delivery involving Arnav Pillai,2025-06-13T03:47:47,L0043,C0258,Delivery activity observed in connection with unauthorized access investigation CASE-2026-0258.,E08144
EV02201,Crime,Crime involving Nikhil Naik,2025-12-18T23:08:31,L0043,C0258,Crime activity observed in connection with unauthorized access investigation CASE-2026-0258.,nan
EV02202,Interview,Interview involving Aarav Das,2025-03-18T23:21:02,L0184,C0259,Interview activity observed in connection with organized cybercrime investigation CASE-2026-0259.,nan
EV02203,Crime,Crime involving Diya Mishra,2025-12-26T11:08:50,L0574,C0259,Crime activity observed in connection with organized cybercrime investigation CASE-2026-0259.,nan
EV02204,Call,Call involving Avni Mehta,2025-12-15T21:08:57,L0574,C0259,Call activity observed in connection with organized cybercrime investigation CASE-2026-0259.,nan
EV02205,Call,Call involving Dhruv Gupta,2025-02-12T17:19:19,L0184,C0259,Call activity observed in connection with organized cybercrime investigation CASE-2026-0259.,nan
EV02206,Observation,Observation involving Mahi Thakur,2025-03-25T20:10:17,L0113,C0259,Observation activity observed in connection with organized cybercrime investigation CASE-2026-0259.,E08168
EV02207,Observation,Observation involving Kabir Thakur,2025-12-29T02:21:11,L0494,C0259,Observation activity observed in connection with organized cybercrime investigation CASE-2026-0259.,E08169
EV02208,Arrest,Arrest involving Manav Das,2025-10-22T18:34:22,L0184,C0259,Arrest activity observed in connection with organized cybercrime investigation CASE-2026-0259.,E08170
EV02209,Transaction,Transaction involving Kiara Kapoor,2025-06-10T03:49:28,L0494,C0259,Transaction activity observed in connection with organized cybercrime investigation CASE-2026-0259.,E08171
EV02210,Evidence Collection,Evidence Collection involving Ananya Iyer,2025-07-01T12:24:11,L0184,C0259,Evidence Collection activity observed in connection with organized cybercrime investigation CASE-2026-0259.,nan
EV02211,Meeting,Meeting involving Siddharth Shetty,2025-08-24T09:49:15,L0184,C0259,Meeting activity observed in connection with organized cybercrime investigation CASE-2026-0259.,nan
EV02212,Interview,Interview involving Sameer Kapoor,2025-01-18T01:00:56,L0184,C0259,Interview activity observed in connection with organized cybercrime investigation CASE-2026-0259.,nan
EV02213,Call,Call involving Dev Bansal,2025-02-02T23:41:12,L0184,C0259,Call activity observed in connection with organized cybercrime investigation CASE-2026-0259.,nan
EV02214,Interview,Interview involving Rhea Mishra,2025-03-20T04:09:31,L0574,C0259,Interview activity observed in connection with organized cybercrime investigation CASE-2026-0259.,E08172
EV02215,Interview,Interview involving Rhea Mishra,2025-06-27T09:47:49,L0574,C0259,Interview activity observed in connection with organized cybercrime investigation CASE-2026-0259.,nan
EV02216,Arrest,Arrest involving Kiara Kapoor,2025-04-12T04:51:09,L0245,C0259,Arrest activity observed in connection with organized cybercrime investigation CASE-2026-0259.,nan
EV02217,Delivery,Delivery involving Karan Mishra,2025-11-10T19:02:36,L0113,C0259,Delivery activity observed in connection with organized cybercrime investigation CASE-2026-0259.,E08173
EV02218,Cyber Activity,Cyber Activity involving Diya Patil,2025-10-04T01:16:06,L0245,C0259,Cyber Activity activity observed in connection with organized cybercrime investigation CASE-2026-0259.,nan
EV02219,Vehicle Movement,Vehicle Movement involving Avni Mehta,2025-02-14T18:49:53,L0184,C0259,Vehicle Movement activity observed in connection with organized cybercrime investigation CASE-2026-0259.,nan
EV02220,Vehicle Movement,Vehicle Movement involving Aditya Patil,2025-07-12T01:01:21,L0574,C0259,Vehicle Movement activity observed in connection with organized cybercrime investigation CASE-2026-0259.,nan
EV02221,Cyber Activity,Cyber Activity involving Meera Kulkarni,2025-11-20T23:39:58,L0494,C0259,Cyber Activity activity observed in connection with organized cybercrime investigation CASE-2026-0259.,nan
EV02222,Surveillance,Surveillance involving Shreya Bansal,2025-02-05T21:17:10,L0184,C0259,Surveillance activity observed in connection with organized cybercrime investigation CASE-2026-0259.,E08174
EV02223,Surveillance,Surveillance involving Siddharth Shetty,2025-01-07T03:50:04,L0184,C0259,Surveillance activity observed in connection with organized cybercrime investigation CASE-2026-0259.,nan
EV02224,Observation,Observation involving Yamini Sethi,2025-05-14T08:59:55,L0184,C0259,Observation activity observed in connection with organized cybercrime investigation CASE-2026-0259.,nan
EV02225,Cyber Activity,Cyber Activity involving Karan Menon,2025-04-18T01:25:36,L0574,C0259,Cyber Activity activity observed in connection with organized cybercrime investigation CASE-2026-0259.,nan
EV02226,Cyber Activity,Cyber Activity involving Harsh Khan,2025-11-16T23:22:32,L0574,C0259,Cyber Activity activity observed in connection with organized cybercrime investigation CASE-2026-0259.,nan
EV02227,Delivery,Delivery involving Vanya Khan,2025-12-02T11:47:25,L0184,C0259,Delivery activity observed in connection with organized cybercrime investigation CASE-2026-0259.,E08175
EV02228,Transaction,Transaction involving Akash Bhat,2025-06-07T10:50:37,L0340,C0260,Transaction activity observed in connection with online fraud investigation CASE-2026-0260.,E08178
EV02229,Delivery,Delivery involving Neha Kapoor,2025-07-10T07:37:37,L0275,C0260,Delivery activity observed in connection with online fraud investigation CASE-2026-0260.,nan
EV02230,Arrest,Arrest involving Neha Iyer,2025-04-05T17:49:17,L0346,C0260,Arrest activity observed in connection with online fraud investigation CASE-2026-0260.,nan
EV02231,Interview,Interview involving Vikram Malhotra,2025-08-08T21:55:14,L0517,C0260,Interview activity observed in connection with online fraud investigation CASE-2026-0260.,nan
EV02232,Financial Activity,Financial Activity involving Sana Naik,2025-08-20T21:20:21,L0063,C0261,Financial Activity activity observed in connection with unauthorized access investigation CASE-2026-0261.,nan
EV02233,Interview,Interview involving Manav Ghosh,2025-07-26T19:21:23,L0054,C0261,Interview activity observed in connection with unauthorized access investigation CASE-2026-0261.,nan
EV02234,Observation,Observation involving Sana Naik,2025-08-03T00:42:39,L0558,C0261,Observation activity observed in connection with unauthorized access investigation CASE-2026-0261.,nan
EV02235,Financial Activity,Financial Activity involving Sana Naik,2025-08-24T03:22:39,L0427,C0261,Financial Activity activity observed in connection with unauthorized access investigation CASE-2026-0261.,nan
EV02236,Vehicle Movement,Vehicle Movement involving Simran Pillai,2025-11-20T10:43:57,L0202,C0262,Vehicle Movement activity observed in connection with major organized crime investigation CASE-2026-0262.,E08193
EV02237,Delivery,Delivery involving Saurabh Sethi,2025-09-10T17:16:17,L0202,C0262,Delivery activity observed in connection with major organized crime investigation CASE-2026-0262.,E08194
EV02238,Arrest,Arrest involving Simran Pillai,2025-07-22T21:01:02,L0033,C0262,Arrest activity observed in connection with major organized crime investigation CASE-2026-0262.,nan
EV02239,Interview,Interview involving Nikhil Shetty,2025-07-30T01:14:31,L0098,C0262,Interview activity observed in connection with major organized crime investigation CASE-2026-0262.,nan
EV02240,Vehicle Movement,Vehicle Movement involving Simran Bansal,2025-11-28T05:01:21,L0033,C0262,Vehicle Movement activity observed in connection with major organized crime investigation CASE-2026-0262.,nan
EV02241,Meeting,Meeting involving Vanya Mehta,2025-04-09T08:33:22,L0033,C0262,Meeting activity observed in connection with major organized crime investigation CASE-2026-0262.,nan
EV02242,Crime,Crime involving Riya Menon,2025-12-11T11:23:29,L0178,C0262,Crime activity observed in connection with major organized crime investigation CASE-2026-0262.,nan
EV02243,Financial Activity,Financial Activity involving Vivek Naik,2025-09-22T15:36:49,L0202,C0262,Financial Activity activity observed in connection with major organized crime investigation CASE-2026-0262.,E08195
EV02244,Vehicle Movement,Vehicle Movement involving Simran Pillai,2025-04-17T03:56:12,L0033,C0262,Vehicle Movement activity observed in connection with major organized crime investigation CASE-2026-0262.,nan
EV02245,Crime,Crime involving Tara Gupta,2025-01-24T00:00:55,L0202,C0262,Crime activity observed in connection with major organized crime investigation CASE-2026-0262.,nan
EV02246,Meeting,Meeting involving Yamini Nair,2025-05-27T23:29:16,L0178,C0262,Meeting activity observed in connection with major organized crime investigation CASE-2026-0262.,E08196
EV02247,Crime,Crime involving Saurabh Sethi,2025-08-13T18:47:25,L0033,C0262,Crime activity observed in connection with major organized crime investigation CASE-2026-0262.,E08197
EV02248,Crime,Crime involving Yamini Nair,2025-03-26T04:53:17,L0033,C0262,Crime activity observed in connection with major organized crime investigation CASE-2026-0262.,E08198
EV02249,Interview,Interview involving Shreya Shah,2025-08-30T15:25:55,L0033,C0262,Interview activity observed in connection with major organized crime investigation CASE-2026-0262.,nan
EV02250,Transaction,Transaction involving Simran Pillai,2025-11-30T09:32:14,L0595,C0262,Transaction activity observed in connection with major organized crime investigation CASE-2026-0262.,E08199
EV02251,Call,Call involving Manav Gupta,2025-02-25T00:29:00,L0178,C0262,Call activity observed in connection with major organized crime investigation CASE-2026-0262.,nan
EV02252,Interview,Interview involving Vanya Mehta,2025-05-16T01:06:02,L0178,C0262,Interview activity observed in connection with major organized crime investigation CASE-2026-0262.,nan
EV02253,Observation,Observation involving Trisha Mehta,2025-07-18T04:45:47,L0178,C0262,Observation activity observed in connection with major organized crime investigation CASE-2026-0262.,E08200
EV02254,Meeting,Meeting involving Simran Nair,2025-06-17T13:58:08,L0278,C0263,Meeting activity observed in connection with online fraud investigation CASE-2026-0263.,nan
EV02255,Call,Call involving Simran Nair,2025-12-28T07:08:15,L0171,C0263,Call activity observed in connection with online fraud investigation CASE-2026-0263.,E08206
EV02256,Arrest,Arrest involving Simran Chavan,2025-09-08T09:06:15,L0171,C0263,Arrest activity observed in connection with online fraud investigation CASE-2026-0263.,nan
EV02257,Transaction,Transaction involving Simran Pillai,2025-08-27T11:27:01,L0278,C0263,Transaction activity observed in connection with online fraud investigation CASE-2026-0263.,nan
EV02258,Vehicle Movement,Vehicle Movement involving Simran Chavan,2025-06-16T07:13:54,L0406,C0263,Vehicle Movement activity observed in connection with online fraud investigation CASE-2026-0263.,E08207
EV02259,Crime,Crime involving Simran Pillai,2025-07-03T15:17:45,L0316,C0263,Crime activity observed in connection with online fraud investigation CASE-2026-0263.,nan
EV02260,Meeting,Meeting involving Harsh Shetty,2025-11-05T03:48:10,L0074,C0264,Meeting activity observed in connection with money laundering investigation investigation CASE-2026-0264.,E08232
EV02261,Cyber Activity,Cyber Activity involving Kabir Menon,2025-08-17T18:55:55,L0030,C0264,Cyber Activity activity observed in connection with money laundering investigation investigation CASE-2026-0264.,E08233
EV02262,Transaction,Transaction involving Kabir Menon,2025-10-24T23:22:04,L0049,C0264,Transaction activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02263,Delivery,Delivery involving Anushka Menon,2025-07-23T12:27:48,L0030,C0264,Delivery activity observed in connection with money laundering investigation investigation CASE-2026-0264.,E08234
EV02264,Cyber Activity,Cyber Activity involving Siddharth Gupta,2025-05-20T15:46:18,L0049,C0264,Cyber Activity activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02265,Meeting,Meeting involving Harsh Shetty,2025-10-09T10:39:29,L0524,C0264,Meeting activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02266,Crime,Crime involving Aman Khan,2025-07-24T12:06:02,L0074,C0264,Crime activity observed in connection with money laundering investigation investigation CASE-2026-0264.,E08235
EV02267,Interview,Interview involving Harsh Patil,2025-07-15T20:12:08,L0065,C0264,Interview activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02268,Evidence Collection,Evidence Collection involving Aarav Bhat,2025-08-08T16:12:06,L0065,C0264,Evidence Collection activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02269,Delivery,Delivery involving Riya Saxena,2025-03-04T19:30:24,L0074,C0264,Delivery activity observed in connection with money laundering investigation investigation CASE-2026-0264.,E08236
EV02270,Arrest,Arrest involving Dev Mehta,2025-03-05T09:44:22,L0524,C0264,Arrest activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02271,Arrest,Arrest involving Varun Jadhav,2025-10-18T09:33:34,L0049,C0264,Arrest activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02272,Arrest,Arrest involving Vidhi Thakur,2025-08-18T10:32:02,L0524,C0264,Arrest activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02273,Financial Activity,Financial Activity involving Vanya Kulkarni,2025-04-16T23:11:51,L0030,C0264,Financial Activity activity observed in connection with money laundering investigation investigation CASE-2026-0264.,E08237
EV02274,Vehicle Movement,Vehicle Movement involving Diya Das,2025-05-27T18:14:53,L0074,C0264,Vehicle Movement activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02275,Vehicle Movement,Vehicle Movement involving Saurabh Nair,2025-02-11T02:31:37,L0065,C0264,Vehicle Movement activity observed in connection with money laundering investigation investigation CASE-2026-0264.,E08238
EV02276,Crime,Crime involving Kiara Gupta,2025-10-09T10:22:21,L0065,C0264,Crime activity observed in connection with money laundering investigation investigation CASE-2026-0264.,E08239
EV02277,Arrest,Arrest involving Aman Khan,2025-08-10T18:23:59,L0049,C0264,Arrest activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02278,Cyber Activity,Cyber Activity involving Kabir Menon,2025-06-18T12:49:08,L0524,C0264,Cyber Activity activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02279,Vehicle Movement,Vehicle Movement involving Sameer Iyer,2025-02-02T08:05:07,L0065,C0264,Vehicle Movement activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02280,Surveillance,Surveillance involving Aman Khan,2025-09-20T03:32:31,L0049,C0264,Surveillance activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02281,Transaction,Transaction involving Tara Iyer,2025-09-09T04:29:36,L0524,C0264,Transaction activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02282,Vehicle Movement,Vehicle Movement involving Aditya Thakur,2025-06-07T10:06:51,L0065,C0264,Vehicle Movement activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02283,Call,Call involving Anushka Menon,2025-02-18T04:59:12,L0524,C0264,Call activity observed in connection with money laundering investigation investigation CASE-2026-0264.,E08240
EV02284,Evidence Collection,Evidence Collection involving Pallavi Das,2025-08-19T20:14:21,L0049,C0264,Evidence Collection activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02285,Interview,Interview involving Harsh Patil,2025-01-11T09:26:39,L0065,C0264,Interview activity observed in connection with money laundering investigation investigation CASE-2026-0264.,E08241
EV02286,Cyber Activity,Cyber Activity involving Naina Kapoor,2025-01-14T07:18:21,L0074,C0264,Cyber Activity activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02287,Delivery,Delivery involving Aanya Jadhav,2025-01-13T16:06:32,L0524,C0264,Delivery activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02288,Meeting,Meeting involving Sneha Thakur,2025-05-17T07:32:19,L0074,C0264,Meeting activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02289,Surveillance,Surveillance involving Mohit Kulkarni,2025-03-25T04:35:51,L0524,C0264,Surveillance activity observed in connection with money laundering investigation investigation CASE-2026-0264.,E08242
EV02290,Meeting,Meeting involving Aarav Bhat,2025-09-05T20:02:51,L0074,C0264,Meeting activity observed in connection with money laundering investigation investigation CASE-2026-0264.,E08243
EV02291,Observation,Observation involving Dev Mehta,2025-11-01T23:18:00,L0074,C0264,Observation activity observed in connection with money laundering investigation investigation CASE-2026-0264.,nan
EV02292,Interview,Interview involving Ananya Verma,2025-04-24T08:04:44,L0126,C0265,Interview activity observed in connection with vehicle theft investigation CASE-2026-0265.,nan
EV02293,Crime,Crime involving Manav Desai,2025-06-22T08:32:07,L0262,C0265,Crime activity observed in connection with vehicle theft investigation CASE-2026-0265.,nan
EV02294,Arrest,Arrest involving Ritesh Shah,2025-08-01T01:12:42,L0088,C0266,Arrest activity observed in connection with payment fraud investigation CASE-2026-0266.,E08247
EV02295,Delivery,Delivery involving Ritesh Shah,2025-07-29T02:24:03,L0152,C0266,Delivery activity observed in connection with payment fraud investigation CASE-2026-0266.,nan
EV02296,Cyber Activity,Cyber Activity involving Saurabh Iyer,2025-07-27T08:23:20,L0152,C0266,Cyber Activity activity observed in connection with payment fraud investigation CASE-2026-0266.,nan
EV02297,Surveillance,Surveillance involving Tara Naik,2025-06-20T06:18:33,L0041,C0267,Surveillance activity observed in connection with individual cyber fraud investigation CASE-2026-0267.,nan
EV02298,Interview,Interview involving Vanya Ghosh,2025-06-09T20:59:30,L0041,C0267,Interview activity observed in connection with individual cyber fraud investigation CASE-2026-0267.,nan
EV02299,Evidence Collection,Evidence Collection involving Rahul Rao,2025-12-15T10:44:28,L0585,C0268,Evidence Collection activity observed in connection with financial crime investigation investigation CASE-2026-0268.,nan
EV02300,Vehicle Movement,Vehicle Movement involving Simran Desai,2025-02-25T17:42:19,L0585,C0268,Vehicle Movement activity observed in connection with financial crime investigation investigation CASE-2026-0268.,nan
EV02301,Transaction,Transaction involving Shreya Mishra,2025-09-26T04:46:03,L0336,C0268,Transaction activity observed in connection with financial crime investigation investigation CASE-2026-0268.,nan
EV02302,Surveillance,Surveillance involving Ishita Reddy,2025-06-24T13:24:30,L0336,C0268,Surveillance activity observed in connection with financial crime investigation investigation CASE-2026-0268.,nan
EV02303,Surveillance,Surveillance involving Ishita Reddy,2025-07-18T03:03:51,L0585,C0268,Surveillance activity observed in connection with financial crime investigation investigation CASE-2026-0268.,E08269
EV02304,Observation,Observation involving Shreya Rao,2025-01-14T07:40:19,L0048,C0268,Observation activity observed in connection with financial crime investigation investigation CASE-2026-0268.,nan
EV02305,Crime,Crime involving Manav Saxena,2025-11-06T08:43:03,L0048,C0268,Crime activity observed in connection with financial crime investigation investigation CASE-2026-0268.,nan
EV02306,Crime,Crime involving Isha Malhotra,2025-08-11T05:15:48,L0215,C0268,Crime activity observed in connection with financial crime investigation investigation CASE-2026-0268.,nan
EV02307,Arrest,Arrest involving Vivek Gupta,2025-08-09T19:39:14,L0215,C0268,Arrest activity observed in connection with financial crime investigation investigation CASE-2026-0268.,nan
EV02308,Call,Call involving Shreya Mishra,2025-07-18T23:28:04,L0305,C0268,Call activity observed in connection with financial crime investigation investigation CASE-2026-0268.,E08270
EV02309,Call,Call involving Shreya Shah,2025-07-02T14:16:19,L0215,C0268,Call activity observed in connection with financial crime investigation investigation CASE-2026-0268.,nan
EV02310,Crime,Crime involving Shreya Singh,2025-11-04T02:40:36,L0048,C0268,Crime activity observed in connection with financial crime investigation investigation CASE-2026-0268.,nan
EV02311,Crime,Crime involving Isha Mishra,2025-02-03T12:52:42,L0305,C0268,Crime activity observed in connection with financial crime investigation investigation CASE-2026-0268.,E08271
EV02312,Financial Activity,Financial Activity involving Ishita Reddy,2025-10-31T07:33:59,L0336,C0268,Financial Activity activity observed in connection with financial crime investigation investigation CASE-2026-0268.,nan
EV02313,Arrest,Arrest involving Vivek Gupta,2025-08-19T13:38:33,L0305,C0268,Arrest activity observed in connection with financial crime investigation investigation CASE-2026-0268.,nan
EV02314,Arrest,Arrest involving Arnav Kulkarni,2025-05-01T08:36:14,L0336,C0268,Arrest activity observed in connection with financial crime investigation investigation CASE-2026-0268.,nan
EV02315,Arrest,Arrest involving Varun Rao,2025-06-08T14:43:53,L0194,C0269,Arrest activity observed in connection with data theft investigation CASE-2026-0269.,nan
EV02316,Meeting,Meeting involving Trisha Singh,2025-12-19T00:06:55,L0248,C0269,Meeting activity observed in connection with data theft investigation CASE-2026-0269.,nan
EV02317,Delivery,Delivery involving Trisha Singh,2025-09-06T20:45:24,L0248,C0269,Delivery activity observed in connection with data theft investigation CASE-2026-0269.,nan
EV02318,Delivery,Delivery involving Trisha Gupta,2025-12-20T02:07:43,L0510,C0269,Delivery activity observed in connection with data theft investigation CASE-2026-0269.,E08279
EV02319,Observation,Observation involving Varun Rao,2025-07-23T17:31:34,L0194,C0269,Observation activity observed in connection with data theft investigation CASE-2026-0269.,E08280
EV02320,Interview,Interview involving Varun Rao,2025-12-21T17:59:55,L0034,C0269,Interview activity observed in connection with data theft investigation CASE-2026-0269.,nan
EV02321,Observation,Observation involving Rahul Kapoor,2025-07-14T19:14:56,L0021,C0270,Observation activity observed in connection with identity fraud investigation CASE-2026-0270.,nan
EV02322,Financial Activity,Financial Activity involving Kiara Thakur,2025-05-19T05:57:14,L0070,C0270,Financial Activity activity observed in connection with identity fraud investigation CASE-2026-0270.,nan
EV02323,Call,Call involving Aniket Kapoor,2025-06-03T07:18:28,L0566,C0271,Call activity observed in connection with property fraud investigation CASE-2026-0271.,nan
EV02324,Surveillance,Surveillance involving Vikram Iyer,2025-07-01T01:46:58,L0239,C0271,Surveillance activity observed in connection with property fraud investigation CASE-2026-0271.,nan
EV02325,Interview,Interview involving Sameer Iyer,2025-05-17T18:43:46,L0271,C0271,Interview activity observed in connection with property fraud investigation CASE-2026-0271.,nan
