finding_id,source_id,entity_id,entity_type,finding_type,content,timestamp,confidence,status,case_id
OF00924,OS0458,P03212,person,Public Mention,OSINT record suggests online presence associated with Aditya Malhotra (P03212).,2025-07-31T01:01:33,0.72,Verified,C0231
OF00925,OS0458,P03205,person,Business Listing,OSINT record suggests online presence associated with Pooja Patil (P03205).,2025-07-31T02:01:33,0.49,Review,C0231
OF00926,OS0459,P03204,person,Business Listing,OSINT record suggests online presence associated with Sana Menon (P03204).,2025-02-24T09:31:30,0.92,Review,C0231
OF00927,OS0459,P03202,person,Digital Footprint,OSINT record suggests online presence associated with Zoya Ghosh (P03202).,2025-02-25T04:31:30,0.64,Verified,C0231
OF00928,OS0459,P03213,person,Business Listing,OSINT record suggests online presence associated with Avni Ghosh (P03213).,2025-02-25T11:31:30,0.68,Review,C0231
OF00929,OS0460,P03198,person,Social Identity,OSINT record suggests online presence associated with Yamini Khan (P03198).,2025-03-11T18:30:37,0.72,Verified,C0231
OF00930,OS0460,P03202,person,Public Mention,OSINT record suggests online presence associated with Zoya Ghosh (P03202).,2025-03-12T01:30:37,0.48,Review,C0231
OF00931,OS0460,P03216,person,Digital Footprint,OSINT record suggests online presence associated with Arjun Mehta (P03216).,2025-03-13T01:30:37,0.5,Verified,C0231
OF00932,OS0461,P03221,person,Business Listing,OSINT record suggests online presence associated with Ishaan Ghosh (P03221).,2025-08-27T08:39:39,0.6,Verified,C0232
OF00933,OS0461,O0137,organization,Public Mention,OSINT record references business listing possibly linked to Everest Constructions Pvt Ltd (O0137).,2025-08-28T06:39:39,0.73,Verified,C0232
OF00934,OS0461,O0137,organization,Digital Footprint,OSINT record references business listing possibly linked to Everest Constructions Pvt Ltd (O0137).,2025-08-27T06:39:39,0.78,Disputed,C0232
OF00935,OS0462,O0137,organization,Social Identity,OSINT record references business listing possibly linked to Everest Constructions Pvt Ltd (O0137).,2025-08-04T22:14:12,0.51,Verified,C0232
OF00936,OS0462,P03227,person,Public Mention,OSINT record suggests online presence associated with Rohan Mehta (P03227).,2025-08-05T13:14:12,0.85,Review,C0232
OF00937,OS0463,P03230,person,Digital Footprint,OSINT record suggests online presence associated with Rahul Kulkarni (P03230).,2025-05-20T22:56:32,0.76,Verified,C0233
OF00938,OS0463,P03229,person,Public Mention,OSINT record suggests online presence associated with Shreya Pillai (P03229).,2025-05-21T10:56:32,0.73,Verified,C0233
OF00939,OS0464,P03229,person,Public Mention,OSINT record suggests online presence associated with Shreya Pillai (P03229).,2025-05-10T00:20:18,0.66,Verified,C0233
OF00940,OS0464,P00206,person,Digital Footprint,OSINT record suggests online presence associated with Isha Desai (P00206).,2025-05-09T22:20:18,0.53,Review,C0233
OF00941,OS0465,P03235,person,Public Mention,OSINT record suggests online presence associated with Rhea Thakur (P03235).,2025-07-26T13:52:22,0.59,Verified,C0234
OF00942,OS0465,P02456,person,Public Mention,OSINT record suggests online presence associated with Tara Saxena (P02456).,2025-07-25T03:52:22,0.91,Review,C0234
OF00943,OS0466,O0138,organization,Business Listing,OSINT record references business listing possibly linked to Yamuna Import Export House (O0138).,2025-04-05T08:43:02,0.87,Disputed,C0235
OF00944,OS0467,O0139,organization,Public Mention,OSINT record references business listing possibly linked to Vertex Transport (O0139).,2025-10-19T11:14:49,0.76,Disputed,C0236
OF00945,OS0467,P02576,person,Business Listing,OSINT record suggests online presence associated with Aditi Saxena (P02576).,2025-10-19T20:14:49,0.64,Review,C0236
OF00946,OS0467,P02576,person,Social Identity,OSINT record suggests online presence associated with Aditi Saxena (P02576).,2025-10-20T04:14:49,0.53,Disputed,C0236
OF00947,OS0468,P03250,person,Digital Footprint,OSINT record suggests online presence associated with Aditya Chavan (P03250).,2025-07-18T06:56:34,0.71,Verified,C0237
OF00948,OS0468,P03251,person,Social Identity,OSINT record suggests online presence associated with Pooja Malhotra (P03251).,2025-07-18T04:56:34,0.83,Disputed,C0237
OF00949,OS0469,P02907,person,Social Identity,OSINT record suggests online presence associated with Mohit Rao (P02907).,2025-08-28T19:14:55,0.72,Verified,C0237
OF00950,OS0469,P03249,person,Public Mention,OSINT record suggests online presence associated with Siddharth Gupta (P03249).,2025-08-28T23:14:55,0.59,Disputed,C0237
OF00951,OS0469,P03267,person,Business Listing,OSINT record suggests online presence associated with Rhea Desai (P03267).,2025-08-28T00:14:55,0.59,Review,C0237
OF00952,OS0470,O0140,organization,Digital Footprint,OSINT record references business listing possibly linked to Konkan Realty Pvt Ltd (O0140).,2025-12-14T09:51:25,0.75,Verified,C0238
OF00953,OS0470,P03290,person,Digital Footprint,OSINT record suggests online presence associated with Vanya Kulkarni (P03290).,2025-12-13T04:51:25,0.62,Verified,C0238
OF00954,OS0471,P03274,person,Social Identity,OSINT record suggests online presence associated with Aditi Shetty (P03274).,2025-01-16T04:12:47,0.63,Disputed,C0238
OF00955,OS0471,O0140,organization,Digital Footprint,OSINT record references business listing possibly linked to Konkan Realty Pvt Ltd (O0140).,2025-01-17T16:12:47,0.8,Disputed,C0238
OF00956,OS0471,O0140,organization,Public Mention,OSINT record references business listing possibly linked to Konkan Realty Pvt Ltd (O0140).,2025-01-17T01:12:47,0.61,Disputed,C0238
OF00957,OS0472,O0141,organization,Digital Footprint,OSINT record references business listing possibly linked to Ganga Trade Consultants (O0141).,2025-02-22T18:27:30,0.57,Review,C0239
OF00958,OS0472,P03298,person,Business Listing,OSINT record suggests online presence associated with Sana Joshi (P03298).,2025-02-23T08:27:30,0.86,Disputed,C0239
OF00959,OS0472,P03311,person,Social Identity,OSINT record suggests online presence associated with Pooja Menon (P03311).,2025-02-22T16:27:30,0.48,Verified,C0239
OF00960,OS0473,P03310,person,Public Mention,OSINT record suggests online presence associated with Shreya Kulkarni (P03310).,2025-10-24T09:27:53,0.58,Review,C0239
OF00961,OS0474,O0141,organization,Digital Footprint,OSINT record references business listing possibly linked to Ganga Trade Consultants (O0141).,2025-04-07T13:16:35,0.83,Disputed,C0239
OF00962,OS0475,P03320,person,Digital Footprint,OSINT record suggests online presence associated with Harsh Ghosh (P03320).,2025-05-09T20:24:55,0.51,Verified,C0239
OF00963,OS0476,P02668,person,Digital Footprint,OSINT record suggests online presence associated with Sana Verma (P02668).,2025-02-23T20:50:21,0.58,Review,C0240
OF00964,OS0476,P03326,person,Social Identity,OSINT record suggests online presence associated with Rhea Pillai (P03326).,2025-02-24T07:50:21,0.8,Review,C0240
OF00965,OS0477,P03328,person,Business Listing,OSINT record suggests online presence associated with Tanvi Gupta (P03328).,2025-08-18T20:30:23,0.46,Review,C0241
OF00966,OS0477,P03332,person,Public Mention,OSINT record suggests online presence associated with Tanvi Rao (P03332).,2025-08-18T16:30:23,0.85,Verified,C0241
OF00967,OS0478,P03328,person,Public Mention,OSINT record suggests online presence associated with Tanvi Gupta (P03328).,2025-07-28T06:22:37,0.7,Disputed,C0241
OF00968,OS0478,P03330,person,Digital Footprint,OSINT record suggests online presence associated with Aman Bansal (P03330).,2025-07-27T11:22:37,0.58,Disputed,C0241
OF00969,OS0479,P03332,person,Business Listing,OSINT record suggests online presence associated with Tanvi Rao (P03332).,2025-08-27T19:09:53,0.58,Disputed,C0241
OF00970,OS0479,P03329,person,Business Listing,OSINT record suggests online presence associated with Vanya Das (P03329).,2025-08-28T02:09:53,0.86,Review,C0241
OF00971,OS0479,P03330,person,Digital Footprint,OSINT record suggests online presence associated with Aman Bansal (P03330).,2025-08-27T13:09:53,0.49,Review,C0241
OF00972,OS0480,P01127,person,Business Listing,OSINT record suggests online presence associated with Nisha Singh (P01127).,2025-06-22T16:19:54,0.67,Review,C0241
OF00973,OS0481,P03336,person,Digital Footprint,OSINT record suggests online presence associated with Karan Thakur (P03336).,2025-06-19T13:22:04,0.79,Review,C0242
OF00974,OS0482,P03351,person,Public Mention,OSINT record suggests online presence associated with Harsh Patil (P03351).,2025-03-13T19:20:50,0.61,Review,C0242
OF00975,OS0482,P03349,person,Social Identity,OSINT record suggests online presence associated with Pallavi Verma (P03349).,2025-03-14T09:20:50,0.71,Disputed,C0242
OF00976,OS0482,P03354,person,Business Listing,OSINT record suggests online presence associated with Shreya Singh (P03354).,2025-03-14T17:20:50,0.54,Verified,C0242
OF00977,OS0483,P03350,person,Public Mention,OSINT record suggests online presence associated with Raj Pillai (P03350).,2025-08-29T22:16:40,0.47,Disputed,C0242
OF00978,OS0483,P03358,person,Public Mention,OSINT record suggests online presence associated with Aman Thakur (P03358).,2025-08-30T08:16:40,0.77,Verified,C0242
OF00979,OS0483,P03352,person,Social Identity,OSINT record suggests online presence associated with Ritesh Pillai (P03352).,2025-08-29T12:16:40,0.92,Review,C0242
OF00980,OS0484,O0144,organization,Social Identity,OSINT record references business listing possibly linked to Pioneer Constructions Pvt Ltd (O0144).,2025-01-29T23:35:49,0.77,Disputed,C0243
OF00981,OS0484,P03360,person,Digital Footprint,OSINT record suggests online presence associated with Kunal Kulkarni (P03360).,2025-01-31T09:35:49,0.58,Disputed,C0243
OF00982,OS0484,P03367,person,Digital Footprint,OSINT record suggests online presence associated with Diya Bansal (P03367).,2025-01-29T21:35:49,0.8,Disputed,C0243
OF00983,OS0485,O0145,organization,Public Mention,OSINT record references business listing possibly linked to National Trade Distribution Services (O0145).,2025-08-31T03:43:00,0.61,Verified,C0244
OF00984,OS0485,P03381,person,Public Mention,OSINT record suggests online presence associated with Rhea Mishra (P03381).,2025-09-01T07:43:00,0.9,Review,C0244
OF00985,OS0486,O0145,organization,Business Listing,OSINT record references business listing possibly linked to National Trade Distribution Services (O0145).,2025-04-26T07:26:20,0.68,Verified,C0244
OF00986,OS0486,P03368,person,Digital Footprint,OSINT record suggests online presence associated with Aanya Bansal (P03368).,2025-04-26T18:26:20,0.87,Disputed,C0244
OF00987,OS0487,P03383,person,Social Identity,OSINT record suggests online presence associated with Arnav Thakur (P03383).,2025-07-04T14:10:27,0.61,Disputed,C0244
OF00988,OS0487,P03382,person,Digital Footprint,OSINT record suggests online presence associated with Vanya Bansal (P03382).,2025-07-06T07:10:27,0.46,Disputed,C0244
OF00989,OS0487,O0145,organization,Digital Footprint,OSINT record references business listing possibly linked to National Trade Distribution Services (O0145).,2025-07-04T22:10:27,0.58,Review,C0244
OF00990,OS0488,O0146,organization,Public Mention,OSINT record references business listing possibly linked to Metro Traders (O0146).,2025-06-08T06:43:32,0.69,Review,C0245
OF00991,OS0488,P03436,person,Digital Footprint,OSINT record suggests online presence associated with Ritesh Rao (P03436).,2025-06-08T21:43:32,0.81,Disputed,C0245
OF00992,OS0489,P03449,person,Business Listing,OSINT record suggests online presence associated with Rhea Bhat (P03449).,2025-07-15T10:11:28,0.77,Verified,C0246
OF00993,OS0489,P03447,person,Business Listing,OSINT record suggests online presence associated with Ananya Bhat (P03447).,2025-07-15T09:11:28,0.86,Review,C0246
OF00994,OS0490,P03450,person,Public Mention,OSINT record suggests online presence associated with Nikhil Malhotra (P03450).,2025-05-02T20:18:42,0.84,Disputed,C0246
OF00995,OS0490,P03445,person,Business Listing,OSINT record suggests online presence associated with Kiara Mishra (P03445).,2025-05-03T03:18:42,0.72,Disputed,C0246
OF00996,OS0491,P03454,person,Social Identity,OSINT record suggests online presence associated with Pallavi Bansal (P03454).,2025-08-25T11:01:47,0.62,Verified,C0247
OF00997,OS0492,P03457,person,Digital Footprint,OSINT record suggests online presence associated with Siddharth Iyer (P03457).,2025-07-31T15:48:23,0.58,Verified,C0248
OF00998,OS0493,O0148,organization,Digital Footprint,OSINT record references business listing possibly linked to Blue Horizon Manufacturing Co (O0148).,2025-08-24T08:47:05,0.68,Verified,C0249
OF00999,OS0493,P03459,person,Digital Footprint,OSINT record suggests online presence associated with Anushka Kulkarni (P03459).,2025-08-25T06:47:05,0.65,Review,C0249
OF01000,OS0494,P03339,person,Public Mention,OSINT record suggests online presence associated with Dhruv Bhat (P03339).,2025-08-24T20:02:55,0.5,Review,C0249
OF01001,OS0494,P03465,person,Public Mention,OSINT record suggests online presence associated with Isha Gupta (P03465).,2025-08-25T23:02:55,0.74,Disputed,C0249
OF01002,OS0495,P03459,person,Public Mention,OSINT record suggests online presence associated with Anushka Kulkarni (P03459).,2025-08-24T06:46:13,0.69,Disputed,C0249
OF01003,OS0495,P03471,person,Public Mention,OSINT record suggests online presence associated with Sana Chavan (P03471).,2025-08-24T20:46:13,0.86,Review,C0249
OF01004,OS0495,P03477,person,Business Listing,OSINT record suggests online presence associated with Vivek Rao (P03477).,2025-08-25T10:46:13,0.89,Disputed,C0249
OF01005,OS0496,P03483,person,Digital Footprint,OSINT record suggests online presence associated with Harsh Shetty (P03483).,2025-08-25T15:13:11,0.45,Review,C0250
OF01006,OS0496,P03495,person,Public Mention,OSINT record suggests online presence associated with Dhruv Bhat (P03495).,2025-08-26T01:13:11,0.47,Verified,C0250
OF01007,OS0496,O0149,organization,Public Mention,OSINT record references business listing possibly linked to Konkan Manufacturing Co (O0149).,2025-08-24T12:13:11,0.67,Verified,C0250
OF01008,OS0497,P03506,person,Digital Footprint,OSINT record suggests online presence associated with Sana Sethi (P03506).,2025-04-23T19:34:02,0.6,Review,C0251
OF01009,OS0498,P03506,person,Digital Footprint,OSINT record suggests online presence associated with Sana Sethi (P03506).,2025-02-25T08:29:36,0.63,Disputed,C0251
OF01010,OS0498,P03502,person,Digital Footprint,OSINT record suggests online presence associated with Sneha Mishra (P03502).,2025-02-23T20:29:36,0.46,Verified,C0251
OF01011,OS0498,P03508,person,Business Listing,OSINT record suggests online presence associated with Karan Das (P03508).,2025-02-24T07:29:36,0.8,Verified,C0251
OF01012,OS0499,P03505,person,Digital Footprint,OSINT record suggests online presence associated with Aditya Ghosh (P03505).,2025-02-09T00:00:35,0.69,Verified,C0251
OF01013,OS0500,P03509,person,Digital Footprint,OSINT record suggests online presence associated with Anushka Bansal (P03509).,2025-07-30T23:06:37,0.64,Review,C0251
OF01014,OS0500,P03505,person,Digital Footprint,OSINT record suggests online presence associated with Aditya Ghosh (P03505).,2025-07-31T10:06:37,0.52,Verified,C0251
OF01015,OS0501,O0150,organization,Business Listing,OSINT record references business listing possibly linked to Deccan Realty Pvt Ltd (O0150).,2025-08-05T00:00:17,0.89,Review,C0252
OF01016,OS0501,P03529,person,Digital Footprint,OSINT record suggests online presence associated with Akash Kulkarni (P03529).,2025-08-04T18:00:17,0.72,Verified,C0252
OF01017,OS0501,P03518,person,Digital Footprint,OSINT record suggests online presence associated with Tara Patil (P03518).,2025-08-05T04:00:17,0.54,Verified,C0252
OF01018,OS0502,O0150,organization,Digital Footprint,OSINT record references business listing possibly linked to Deccan Realty Pvt Ltd (O0150).,2025-08-22T05:17:16,0.57,Verified,C0252
OF01019,OS0502,P03516,person,Public Mention,OSINT record suggests online presence associated with Aditi Ghosh (P03516).,2025-08-22T00:17:16,0.71,Disputed,C0252
OF01020,OS0503,P03557,person,Public Mention,OSINT record suggests online presence associated with Kavya Singh (P03557).,2025-08-26T00:42:18,0.87,Review,C0253
OF01021,OS0503,P03546,person,Public Mention,OSINT record suggests online presence associated with Anushka Sethi (P03546).,2025-08-27T08:42:18,0.85,Review,C0253
OF01022,OS0504,P03551,person,Public Mention,OSINT record suggests online presence associated with Mahi Ghosh (P03551).,2025-08-24T17:16:04,0.66,Disputed,C0253
OF01023,OS0504,P03550,person,Public Mention,OSINT record suggests online presence associated with Siddharth Joshi (P03550).,2025-08-25T02:16:04,0.63,Disputed,C0253
OF01024,OS0505,P03560,person,Digital Footprint,OSINT record suggests online presence associated with Diya Das (P03560).,2025-04-08T17:46:01,0.68,Disputed,C0254
OF01025,OS0506,P03564,person,Social Identity,OSINT record suggests online presence associated with Naveen Chavan (P03564).,2025-02-26T00:59:37,0.65,Verified,C0254
OF01026,OS0507,P03603,person,Digital Footprint,OSINT record suggests online presence associated with Ananya Malhotra (P03603).,2025-06-03T21:36:03,0.5,Disputed,C0255
OF01027,OS0508,P03604,person,Business Listing,OSINT record suggests online presence associated with Pranav Thakur (P03604).,2025-08-25T14:09:22,0.77,Disputed,C0256
OF01028,OS0508,P03609,person,Digital Footprint,OSINT record suggests online presence associated with Harsh Shetty (P03609).,2025-08-24T20:09:22,0.66,Disputed,C0256
OF01029,OS0508,P03607,person,Business Listing,OSINT record suggests online presence associated with Riya Gupta (P03607).,2025-08-24T22:09:22,0.72,Review,C0256
OF01030,OS0509,P03620,person,Digital Footprint,OSINT record suggests online presence associated with Ananya Reddy (P03620).,2025-02-24T03:23:53,0.77,Review,C0257
OF01031,OS0509,P03619,person,Business Listing,OSINT record suggests online presence associated with Arjun Gupta (P03619).,2025-02-23T23:23:53,0.85,Review,C0257
OF01032,OS0510,P03626,person,Business Listing,OSINT record suggests online presence associated with Nikhil Naik (P03626).,2025-01-20T22:57:22,0.76,Disputed,C0258
OF01033,OS0510,P03627,person,Social Identity,OSINT record suggests online presence associated with Arnav Pillai (P03627).,2025-01-20T06:57:22,0.86,Verified,C0258
OF01034,OS0510,P03627,person,Social Identity,OSINT record suggests online presence associated with Arnav Pillai (P03627).,2025-01-20T10:57:22,0.49,Disputed,C0258
OF01035,OS0511,P03650,person,Digital Footprint,OSINT record suggests online presence associated with Raj Joshi (P03650).,2025-01-27T11:16:49,0.76,Review,C0259
OF01036,OS0511,P03673,person,Public Mention,OSINT record suggests online presence associated with Manav Das (P03673).,2025-01-27T09:16:49,0.79,Review,C0259
OF01037,OS0511,P03677,person,Business Listing,OSINT record suggests online presence associated with Nisha Naik (P03677).,2025-01-27T14:16:49,0.71,Disputed,C0259
OF01038,OS0512,P03643,person,Business Listing,OSINT record suggests online presence associated with Ishita Ghosh (P03643).,2025-08-31T02:54:00,0.57,Disputed,C0259
OF01039,OS0512,P03672,person,Business Listing,OSINT record suggests online presence associated with Diya Mishra (P03672).,2025-08-31T19:54:00,0.6,Verified,C0259
OF01040,OS0512,P03647,person,Digital Footprint,OSINT record suggests online presence associated with Ananya Iyer (P03647).,2025-08-30T23:54:00,0.9,Review,C0259
OF01041,OS0513,P03680,person,Social Identity,OSINT record suggests online presence associated with Meera Kulkarni (P03680).,2025-02-28T06:43:26,0.52,Review,C0259
OF01042,OS0513,P03634,person,Digital Footprint,OSINT record suggests online presence associated with Vivek Bansal (P03634).,2025-02-27T13:43:26,0.73,Verified,C0259
OF01043,OS0513,P03676,person,Business Listing,OSINT record suggests online presence associated with Aditya Patil (P03676).,2025-02-27T11:43:26,0.65,Review,C0259
OF01044,OS0514,O0154,organization,Public Mention,OSINT record references business listing possibly linked to Metro Exports (O0154).,2025-06-12T20:27:59,0.89,Review,C0260
OF01045,OS0514,O0154,organization,Business Listing,OSINT record references business listing possibly linked to Metro Exports (O0154).,2025-06-11T13:27:59,0.71,Verified,C0260
OF01046,OS0515,P03687,person,Digital Footprint,OSINT record suggests online presence associated with Akash Bhat (P03687).,2025-04-18T21:39:56,0.55,Disputed,C0260
OF01047,OS0516,P03690,person,Business Listing,OSINT record suggests online presence associated with Sana Naik (P03690).,2025-07-22T18:35:08,0.51,Disputed,C0261
OF01048,OS0517,P03716,person,Social Identity,OSINT record suggests online presence associated with Raj Ghosh (P03716).,2025-08-11T13:29:08,0.86,Review,C0262
OF01049,OS0517,P03709,person,Public Mention,OSINT record suggests online presence associated with Neha Nair (P03709).,2025-08-11T13:29:08,0.81,Review,C0262
OF01050,OS0517,P03719,person,Digital Footprint,OSINT record suggests online presence associated with Avni Desai (P03719).,2025-08-10T07:29:08,0.45,Disputed,C0262
OF01051,OS0518,P03731,person,Social Identity,OSINT record suggests online presence associated with Ananya Das (P03731).,2025-11-25T09:16:08,0.79,Verified,C0263
OF01052,OS0519,P03777,person,Social Identity,OSINT record suggests online presence associated with Kiara Gupta (P03777).,2025-03-21T20:12:14,0.67,Disputed,C0264
OF01053,OS0520,P03765,person,Public Mention,OSINT record suggests online presence associated with Karan Mishra (P03765).,2025-06-03T18:40:34,0.52,Review,C0264
OF01054,OS0520,P03756,person,Digital Footprint,OSINT record suggests online presence associated with Aman Khan (P03756).,2025-06-04T01:40:34,0.69,Verified,C0264
OF01055,OS0521,P03779,person,Business Listing,OSINT record suggests online presence associated with Saurabh Nair (P03779).,2025-08-13T08:09:54,0.46,Disputed,C0264
OF01056,OS0521,P03755,person,Social Identity,OSINT record suggests online presence associated with Dev Mehta (P03755).,2025-08-13T08:09:54,0.54,Review,C0264
OF01057,OS0521,P03755,person,Business Listing,OSINT record suggests online presence associated with Dev Mehta (P03755).,2025-08-12T09:09:54,0.57,Review,C0264
OF01058,OS0522,P03776,person,Social Identity,OSINT record suggests online presence associated with Aarav Bhat (P03776).,2025-06-12T07:24:32,0.67,Verified,C0264
OF01059,OS0523,P01835,person,Public Mention,OSINT record suggests online presence associated with Karan Khan (P01835).,2025-07-16T23:45:17,0.77,Disputed,C0265
OF01060,OS0523,P03783,person,Social Identity,OSINT record suggests online presence associated with Manav Desai (P03783).,2025-07-16T00:45:17,0.86,Verified,C0265
OF01061,OS0524,P03785,person,Public Mention,OSINT record suggests online presence associated with Sameer Saxena (P03785).,2025-08-08T10:54:35,0.69,Disputed,C0266
OF01062,OS0525,P03791,person,Social Identity,OSINT record suggests online presence associated with Tara Naik (P03791).,2025-05-30T05:16:39,0.46,Disputed,C0267
OF01063,OS0525,P03792,person,Social Identity,OSINT record suggests online presence associated with Harsh Bansal (P03792).,2025-05-31T01:16:39,0.47,Review,C0267
OF01064,OS0525,P03792,person,Business Listing,OSINT record suggests online presence associated with Harsh Bansal (P03792).,2025-05-31T19:16:39,0.91,Verified,C0267
OF01065,OS0526,P03799,person,Social Identity,OSINT record suggests online presence associated with Isha Malhotra (P03799).,2025-08-02T18:25:03,0.67,Disputed,C0268
OF01066,OS0527,P03820,person,Digital Footprint,OSINT record suggests online presence associated with Pranav Desai (P03820).,2025-09-30T06:18:15,0.67,Disputed,C0268
OF01067,OS0528,P03828,person,Digital Footprint,OSINT record suggests online presence associated with Pranav Bansal (P03828).,2025-01-14T13:37:00,0.88,Verified,C0269
OF01068,OS0529,P03835,person,Digital Footprint,OSINT record suggests online presence associated with Rahul Kapoor (P03835).,2025-08-30T21:24:52,0.77,Review,C0270
OF01069,OS0529,P03835,person,Digital Footprint,OSINT record suggests online presence associated with Rahul Kapoor (P03835).,2025-08-30T03:24:52,0.56,Review,C0270
OF01070,OS0530,P03839,person,Social Identity,OSINT record suggests online presence associated with Aniket Kapoor (P03839).,2025-06-17T18:13:06,0.53,Review,C0271
OF01071,OS0530,P03842,person,Social Identity,OSINT record suggests online presence associated with Vikram Iyer (P03842).,2025-06-16T18:13:06,0.75,Review,C0271
OF01072,OS0530,P03841,person,Business Listing,OSINT record suggests online presence associated with Ishita Ghosh (P03841).,2025-06-15T19:13:06,0.91,Disputed,C0271
OF01073,OS0531,P03844,person,Social Identity,OSINT record suggests online presence associated with Avni Ghosh (P03844).,2025-07-21T15:02:38,0.66,Review,C0272
OF01074,OS0532,P03852,person,Social Identity,OSINT record suggests online presence associated with Sneha Shetty (P03852).,2025-08-25T04:42:26,0.71,Disputed,C0272
OF01075,OS0532,P03845,person,Digital Footprint,OSINT record suggests online presence associated with Manav Mehta (P03845).,2025-08-25T03:42:26,0.5,Disputed,C0272
OF01076,OS0533,P03848,person,Social Identity,OSINT record suggests online presence associated with Manav Chavan (P03848).,2025-08-21T11:15:27,0.57,Disputed,C0272
OF01077,OS0533,P03850,person,Business Listing,OSINT record suggests online presence associated with Anushka Ghosh (P03850).,2025-08-22T04:15:27,0.45,Disputed,C0272
OF01078,OS0533,O0160,organization,Social Identity,OSINT record references business listing possibly linked to Blue Horizon Enterprises (O0160).,2025-08-21T20:15:27,0.57,Review,C0272
OF01079,OS0534,P03852,person,Digital Footprint,OSINT record suggests online presence associated with Sneha Shetty (P03852).,2025-07-26T05:16:29,0.59,Disputed,C0272
OF01080,OS0535,P03863,person,Digital Footprint,OSINT record suggests online presence associated with Harsh Naik (P03863).,2025-08-02T04:08:53,0.81,Verified,C0273
OF01081,OS0536,P03859,person,Social Identity,OSINT record suggests online presence associated with Tara Iyer (P03859).,2025-07-24T20:19:33,0.48,Verified,C0273
OF01082,OS0536,P03861,person,Social Identity,OSINT record suggests online presence associated with Aman Naik (P03861).,2025-07-23T09:19:33,0.64,Review,C0273
OF01083,OS0537,P03867,person,Public Mention,OSINT record suggests online presence associated with Sneha Singh (P03867).,2025-06-15T09:12:02,0.53,Verified,C0273
OF01084,OS0537,P03859,person,Digital Footprint,OSINT record suggests online presence associated with Tara Iyer (P03859).,2025-06-16T14:12:02,0.87,Verified,C0273
OF01085,OS0538,P03863,person,Social Identity,OSINT record suggests online presence associated with Harsh Naik (P03863).,2025-06-11T07:53:50,0.85,Disputed,C0273
OF01086,OS0538,P03860,person,Digital Footprint,OSINT record suggests online presence associated with Rohan Ghosh (P03860).,2025-06-10T12:53:50,0.52,Verified,C0273
OF01087,OS0538,P03827,person,Digital Footprint,OSINT record suggests online presence associated with Varun Rao (P03827).,2025-06-11T05:53:50,0.52,Verified,C0273
OF01088,OS0539,O0161,organization,Business Listing,OSINT record references business listing possibly linked to Pioneer Enterprises (O0161).,2025-05-27T13:56:47,0.87,Disputed,C0274
OF01089,OS0539,O0161,organization,Social Identity,OSINT record references business listing possibly linked to Pioneer Enterprises (O0161).,2025-05-28T09:56:47,0.47,Disputed,C0274
OF01090,OS0540,P03930,person,Business Listing,OSINT record suggests online presence associated with Tara Sethi (P03930).,2025-11-10T11:33:28,0.65,Disputed,C0275
OF01091,OS0540,O0162,organization,Business Listing,OSINT record references business listing possibly linked to Regal Traders (O0162).,2025-11-09T07:33:28,0.66,Disputed,C0275
OF01092,OS0541,O0163,organization,Digital Footprint,OSINT record references business listing possibly linked to Regal Financial Solutions (O0163).,2025-08-02T07:40:33,0.9,Review,C0276
OF01093,OS0541,O0163,organization,Social Identity,OSINT record references business listing possibly linked to Regal Financial Solutions (O0163).,2025-08-02T18:40:33,0.75,Verified,C0276
OF01094,OS0542,P03427,person,Public Mention,OSINT record suggests online presence associated with Aman Gupta (P03427).,2025-06-19T05:32:45,0.73,Verified,C0277
OF01095,OS0543,P03967,person,Business Listing,OSINT record suggests online presence associated with Naina Sethi (P03967).,2025-08-20T15:48:49,0.67,Review,C0278
OF01096,OS0543,P03970,person,Digital Footprint,OSINT record suggests online presence associated with Kavya Sethi (P03970).,2025-08-21T08:48:49,0.6,Verified,C0278
OF01097,OS0544,P03971,person,Public Mention,OSINT record suggests online presence associated with Aman Bhat (P03971).,2025-07-20T14:40:43,0.87,Disputed,C0278
OF01098,OS0544,P03968,person,Digital Footprint,OSINT record suggests online presence associated with Vivek Shah (P03968).,2025-07-19T12:40:43,0.49,Review,C0278
OF01099,OS0545,P03980,person,Social Identity,OSINT record suggests online presence associated with Diya Shah (P03980).,2025-01-11T18:47:24,0.85,Verified,C0279
OF01100,OS0545,P03995,person,Social Identity,OSINT record suggests online presence associated with Vanya Mehta (P03995).,2025-01-11T18:47:24,0.86,Verified,C0279
OF01101,OS0545,P03975,person,Public Mention,OSINT record suggests online presence associated with Riya Malhotra (P03975).,2025-01-12T05:47:24,0.68,Disputed,C0279
OF01102,OS0546,P03993,person,Business Listing,OSINT record suggests online presence associated with Harsh Bhat (P03993).,2025-03-29T05:47:51,0.8,Verified,C0279
OF01103,OS0546,P03988,person,Business Listing,OSINT record suggests online presence associated with Aanya Bhat (P03988).,2025-03-29T20:47:51,0.87,Review,C0279
OF01104,OS0546,P03975,person,Digital Footprint,OSINT record suggests online presence associated with Riya Malhotra (P03975).,2025-03-28T14:47:51,0.78,Verified,C0279
OF01105,OS0547,P04000,person,Social Identity,OSINT record suggests online presence associated with Aman Shetty (P04000).,2025-12-07T13:27:55,0.47,Verified,C0280
OF01106,OS0547,O0165,organization,Social Identity,OSINT record references business listing possibly linked to Pioneer Import Export House (O0165).,2025-12-08T16:27:55,0.7,Disputed,C0280
